,Overall Place,Recognition,Team Members,Boat #,Staples,Luling 90,Palmetto,Gonzales,Hochheim,Cuero 72,Cuero 236,Victoria,Swinging Bridge (off Canal Rd),Saltwater Barrier,Seadrift,Class,Competitors,Team Captions,0,600,1200,1800,2400,3000,3600,4200,4800,5400,6000
90,DNF,Unlimited Man,"Chuck Scheidt

TC Stacey Scheidt
TC Pam Lagrone",1000,0 days 02:55:00,0 days 07:09:00,0 days 11:24:00,0 days 17:29:00,1 days 05:35:00,,,,,,,Solo Unlimited Man,['Chuck Scheidt\n\n'],['Stacey Scheidt\nTC Pam Lagrone'],-2.823763907144894e-07,54.45444392669149,94.6726110952298,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
91,DNF,Unlimited Woman,"Kileigh Reed

TC Ashley Spradin
TC Jacob Barnes",8666,0 days 04:20:00,0 days 10:30:00,0 days 22:34:00,1 days 07:28:00,1 days 22:16:00,,,,,,,Unlimited Woman,['Kileigh Reed\n\n'],['Ashley Spradin\nTC Jacob Barnes'],-2.823763907144894e-07,38.71305679091918,56.860100872547264,82.72738621183531,108.3296551335146,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
92,DNF,,"Drew Heffner
Morgan McGee
Kyle Turner - out @ Palmetto
Jason Schulte - out @ Gonzales

TC Jordan Webster
TC Bob Mrdjenovich",1776,0 days 04:28:00,0 days 10:51:00,0 days 17:41:00,1 days 05:23:00,1 days 21:10:00,,,,,,,,['Drew Heffner\nMorgan McGee\nKyle Turner - out @ Palmetto\nJason Schulte - out @ Gonzales\n\n'],['Jordan Webster\nTC Bob Mrdjenovich'],-2.823763907144894e-07,37.480869154139754,66.33767318427499,88.41379027413906,111.88942078748238,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
93,DNF,,"Cody Taylor
Scott Frazier
Paul Rabuse

TC Chad Barnhill
TC Michelle Frazier",2022,0 days 03:26:00,0 days 08:41:00,0 days 13:47:00,0 days 20:13:00,1 days 05:25:00,,,,,,,,['Cody Taylor\nScott Frazier\nPaul Rabuse\n\n'],['Chad Barnhill\nTC Michelle Frazier'],-2.823763907144894e-07,45.95317577349572,86.09986007318074,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
94,DNF,Unlimited Man,"Jon Schoepflin

TC Shannon Schoepflin
TC Linden Welsch",1,0 days 03:53:00,0 days 10:09:00,0 days 17:15:00,1 days 02:01:00,,,,,,,,Solo Unlimited Man,['Jon Schoepflin\n\n'],['Shannon Schoepflin\nTC Linden Welsch'],-2.823763907144894e-07,40.06512481758982,69.31319475611585,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
95,DNF,Unlimited Man,"Jeff Larsen

TC Keith Stone
TC Ron Green",101,0 days 03:40:00,0 days 09:29:00,0 days 16:12:00,1 days 02:31:00,,,,,,,,Solo Unlimited Man,['Jeff Larsen\n\n'],['Keith Stone\nTC Ron Green'],-2.823763907144894e-07,42.21709486501459,70.7188155304229,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
96,DNF,Unlimited Man,"Adam Higdon

TC Josh Sarkardehi",420,0 days 04:00:00,0 days 09:50:00,0 days 17:31:00,1 days 02:42:00,,,,,,,,Solo Unlimited Man,['Adam Higdon\n\n'],['Josh Sarkardehi'],-2.823763907144894e-07,41.078604124279046,68.20020746204122,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
97,DNF,,"Dakota Maddux
Brendon Hale

TC William Maddux",2121,0 days 04:18:00,0 days 10:40:00,0 days 19:37:00,1 days 04:52:00,,,,,,,,,['Dakota Maddux\nBrendon Hale\n\n'],['William Maddux'],-2.823763907144894e-07,38.15394022118885,62.31061409846547,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
98,DNF,,"Alberto Nava
Jose Clarke 
George Clarke

TC Dolly Hellinger",5000,0 days 04:43:00,0 days 10:58:00,0 days 19:41:00,1 days 04:45:00,,,,,,,,,['Alberto Nava\nJose Clarke \nGeorge Clarke\n\n'],['Dolly Hellinger'],-2.823763907144894e-07,36.971996808808484,62.1430396268464,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
99,DNF,,"Matthew Hughes
Tony Islas

TC Chris Smith
TC Chad Kudela",6304,0 days 04:19:00,0 days 10:37:00,0 days 17:34:00,1 days 02:50:00,,,,,,,,,['Matthew Hughes\nTony Islas\n\n'],['Chris Smith\nTC Chad Kudela'],-2.823763907144894e-07,38.31550352867627,67.99887297621854,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
100,DNF,Unlimited Man,"BJ Dobbs

TC Crystal Dobbs
TC Anna Brock",6988,0 days 03:54:00,0 days 09:45:00,0 days 19:20:00,1 days 02:40:00,,,,,,,,Solo Unlimited Man,['BJ Dobbs\n\n'],['Crystal Dobbs\nTC Anna Brock'],-2.823763907144894e-07,41.16919885575646,63.58299357775345,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
101,DNF,Unlimited Man,"Aaron Bukszpan

TC Amy Bukszpan",77,0 days 03:51:00,0 days 09:50:00,0 days 14:32:00,,,,,,,,,Solo Unlimited Man,['Aaron Bukszpan\n\n'],['Amy Bukszpan'],-2.823763907144894e-07,41.36242790710902,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
102,DNF,Unlimited Man,"Pat Stroka

TC Roy Kleinsasser
TC Caroline Blackwell Daigle",78,0 days 04:02:00,0 days 09:37:00,0 days 19:09:00,,,,,,,,,Solo Unlimited Man,['Pat Stroka\n\n'],['Roy Kleinsasser\nTC Caroline Blackwell Daigle'],-2.823763907144894e-07,41.460315898998324,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
103,DNF,Unlimited,"Chad Monney
Wyatt Monney

TC Kandace Monney",421,0 days 04:32:00,0 days 10:56:00,0 days 22:29:00,,,,,,,,,Unlimited,['Chad Monney\nWyatt Monney\n\n'],['Kandace Monney'],-2.823763907144894e-07,37.180996479775615,56.812689798401465,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
104,DNF,Unlimited Woman,"Cyndi Wilsdorf

TC Stephanie Wolfe
TC Mariann Dahl",811,0 days 03:23:00,0 days 08:18:00,0 days 14:01:00,,,,,,,,,Unlimited Woman,['Cyndi Wilsdorf\n\n'],['Stephanie Wolfe\nTC Mariann Dahl'],-2.823763907144894e-07,46.76134085115025,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
105,DNF,Tandem Unlimited,"Johnny Garcia
Annika Garcia

TC Nicole Garcia",924,0 days 04:18:00,0 days 10:59:00,0 days 22:29:00,,,,,,,,,Tandem Unlimited,['Johnny Garcia\nAnnika Garcia\n\n'],['Nicole Garcia'],-2.823763907144894e-07,37.15026557252618,56.79342027449765,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
106,DNF,,"Michael Pritulsky
Doug McCoy

TC Ian Holloway
TC Josh Dennis",2013,0 days 03:58:00,0 days 09:58:00,0 days 16:35:00,,,,,,,,,,['Michael Pritulsky\nDoug McCoy\n\n'],['Ian Holloway\nTC Josh Dennis'],-2.823763907144894e-07,40.735307670430274,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
107,DNF,,"Tim Curry
Jay Daniel out @ Luling

TC Mickye Adams
TC Kristin Daniel",2014,0 days 03:16:00,0 days 09:21:00,0 days 15:43:00,,,,,,,,,,['Tim Curry\nJay Daniel out @ Luling\n\n'],['Mickye Adams\nTC Kristin Daniel'],-2.823763907144894e-07,42.73595354278689,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
108,DNF,Unlimited,"John Henry  Fischer
Ryan Evers

TC David Fischer
TC Kate Fischer",3156,0 days 04:27:00,0 days 10:22:00,0 days 18:06:00,,,,,,,,,Unlimited,['John Henry  Fischer\nRyan Evers\n\n'],['David Fischer\nTC Kate Fischer'],-2.823763907144894e-07,39.16518814740804,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
109,DNF,,"David McGonagill
Sean Rommel

TC Hampton Fontenot
TC Carson Rommel",3394,0 days 03:27:00,0 days 08:33:00,0 days 13:43:00,,,,,,,,,,['David McGonagill\nSean Rommel\n\n'],['Hampton Fontenot\nTC Carson Rommel'],-2.823763907144894e-07,46.416462509925694,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
110,DNF,,"Mark Taylor
Scott Heinze
Diane Phalen

TC Patrick Eagan",5364,0 days 03:52:00,0 days 09:22:00,0 days 16:16:00,,,,,,,,,,['Mark Taylor\nScott Heinze\nDiane Phalen\n\n'],['Patrick Eagan'],-2.823763907144894e-07,42.523497206902924,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
111,DNF,C-2,"Rhyan Staten
Michael Felchak

TC Kelley Felchak
TC Ashley Wynn",5884,0 days 04:01:00,0 days 09:35:00,0 days 17:13:00,,,,,,,,,USCA C-2,['Rhyan Staten\nMichael Felchak\n\n'],['Kelley Felchak\nTC Ashley Wynn'],-2.823763907144894e-07,41.75663837623031,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
112,DNF,Unlimited,"Ryan Tedrow
Marcus Monroe

TC Amanda Tedrow
TC Tressa Monroe",8181,0 days 03:58:00,0 days 09:44:00,0 days 16:18:00,,,,,,,,,Unlimited,['Ryan Tedrow\nMarcus Monroe\n\n'],['Amanda Tedrow\nTC Tressa Monroe'],-2.823763907144894e-07,41.46854772241402,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
113,DNF,C-2,"David Deal
Richard Wessels

TC Donna Davenport Johnson
TC Howard Johnson",8183,0 days 04:17:00,0 days 09:45:00,0 days 16:50:00,,,,,,,,,USCA C-2,['David Deal\nRichard Wessels\n\n'],['Donna Davenport Johnson\nTC Howard Johnson'],-2.823763907144894e-07,41.358988071055535,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
114,DNF,C-1 Man,"Kalyn Baur

TC Michael Lugo",183,0 days 04:35:00,0 days 10:57:00,,,,,,,,,,USCA C-1 Man,['Kalyn Baur\n\n'],['Michael Lugo'],-2.823763907144894e-07,37.10099314825357,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425
115,DNF,Unlimited Man,"Matt Bonura

TC Christi Bonura
TC Sean Eary",224,0 days 03:36:00,0 days 09:44:00,,,,,,,,,,Solo Unlimited Man,['Matt Bonura\n\n'],['Christi Bonura\nTC Sean Eary'],-2.823763907144894e-07,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425
116,DNF,Unlimited Man,"Brian Frey

TC Chelsea Rumbo
TC Erich Frey",956,0 days 04:16:00,0 days 11:12:00,,,,,,,,,,Solo Unlimited Man,['Brian Frey\n\n'],['Chelsea Rumbo\nTC Erich Frey'],-2.823763907144894e-07,36.53640388063896,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425
117,DNF,Unlimited,"Shilo Monney
Elijah Monney

TC Lynn Monney
TC Maureen Monney",7604,0 days 04:16:00,0 days 10:20:00,,,,,,,,,,Unlimited,['Shilo Monney\nElijah Monney\n\n'],['Lynn Monney\nTC Maureen Monney'],-2.823763907144894e-07,39.33144405840799,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425
118,DNF,,"Eric Fish
Preston Campbell

TC Mike LaGrange",11,0 days 05:10:00,,,,,,,,,,,,['Eric Fish\nPreston Campbell\n\n'],['Mike LaGrange'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
119,DNF,,"Dick Kuntzman
Ricky Arambula

TC Amy Kuntzman
TC Heidi Arambula",7734,0 days 05:03:00,,,,,,,,,,,,['Dick Kuntzman\nRicky Arambula\n\n'],['Amy Kuntzman\nTC Heidi Arambula'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
120,DNF,Women,"Amanda Chicago
Christine Drennon

TC Cindy Kahl
TC Tami McWhorter",115,0 days 05:04:00,,,,,,,,,,,Women,['Amanda Chicago\nChristine Drennon\n\n'],['Cindy Kahl\nTC Tami McWhorter'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
121,DNF,Unlimited Man,"Stuart Gillies

TC Alison Gilles",427,0 days 04:46:00,,,,,,,,,,,Solo Unlimited Man,['Stuart Gillies\n\n'],['Alison Gilles'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
122,DNF,Tandem Unlimited,"Alexander Diaz
Joli Miracle

TC William Miracle",911,0 days 04:45:00,,,,,,,,,,,Tandem Unlimited,['Alexander Diaz\nJoli Miracle\n\n'],['William Miracle'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
123,DNF,Unlimited,"Matthew Tidmore
Doug Crum

TC Janell Crum
TC Aaron Crum",979,0 days 05:20:00,,,,,,,,,,,Unlimited,['Matthew Tidmore\nDoug Crum\n\n'],['Janell Crum\nTC Aaron Crum'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
124,DNF,Unlimited Woman,"Kelsey Lee

TC Jared Moore",1030,0 days 05:04:00,,,,,,,,,,,Unlimited Woman,['Kelsey Lee\n\n'],['Jared Moore'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
125,DNF,Unlimited Woman,"Michelle Waterman

TC Joel Crutcher
TC Debbie Sackett",1137,0 days 04:03:00,,,,,,,,,,,Unlimited Woman,['Michelle Waterman\n\n'],['Joel Crutcher\nTC Debbie Sackett'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
126,DNF,Unlimited,"Kip Jacobson
Joseph Jacobson

TC Jordan Slaughter
TC Jenny Davis",1836,0 days 04:03:00,,,,,,,,,,,Unlimited,['Kip Jacobson\nJoseph Jacobson\n\n'],['Jordan Slaughter\nTC Jenny Davis'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
127,DNF,Unlimited Man,"Meridith Cullen

TC Jimmy Woytasczyk
TC Danielle Cullen",1929,0 days 05:04:00,,,,,,,,,,,Solo Unlimited Man,['Meridith Cullen\n\n'],['Jimmy Woytasczyk\nTC Danielle Cullen'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
128,DNF,,"Emma Andruss
John Andruss
Joey Andruss

TC Tim Andruss
TC Denise Andruss",2019,0 days 04:29:00,,,,,,,,,,,,['Emma Andruss\nJohn Andruss\nJoey Andruss\n\n'],['Tim Andruss\nTC Denise Andruss'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
129,DNF,,"Chase Meadors
Chavel Silva

TC Victor Ramirez
TC You Jang",2351,0 days 05:05:00,,,,,,,,,,,,['Chase Meadors\nChavel Silva\n\n'],['Victor Ramirez\nTC You Jang'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
130,DNF,Unlimited,"CJ Czelusta
Nick Fowler

TC CJ Czelusta",4339,0 days 04:54:00,,,,,,,,,,,Unlimited,['CJ Czelusta\nNick Fowler\n\n'],['CJ Czelusta'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
131,DNF,,"Dale Sigler
Kip Fedora

TC Hayden Davis
TC Jessica Sigler",4442,0 days 05:01:00,,,,,,,,,,,,['Dale Sigler\nKip Fedora\n\n'],['Hayden Davis\nTC Jessica Sigler'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
132,DNF,,"Patrick Stephenson
Brady Stephenson

TC Shane Stephenson
TC Chris Knudsen",5668,0 days 05:35:00,,,,,,,,,,,,['Patrick Stephenson\nBrady Stephenson\n\n'],['Shane Stephenson\nTC Chris Knudsen'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
133,DNF,,"Mark Howell
Douglas  Howell

TC Lauren Howell
TC Stetson Dierlam",6499,0 days 05:04:00,,,,,,,,,,,,['Mark Howell\nDouglas  Howell\n\n'],['Lauren Howell\nTC Stetson Dierlam'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
134,DNF,Unlimited,"Christopher Staples
Eric Flores

TC Elizabeth Flores
TC Mary Staples",8287,0 days 04:53:00,,,,,,,,,,,Unlimited,['Christopher Staples\nEric Flores\n\n'],['Elizabeth Flores\nTC Mary Staples'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
135,DNF,Unlimited Man,"Ashby McMullan

TC Joanie McMullan
TC Lexie Ridings",555,,,,,,,,,,,,Solo Unlimited Man,['Ashby McMullan\n\n'],['Joanie McMullan\nTC Lexie Ridings'],-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07
136,DNF,,"David Kurtenbach
Geno Marsili
Cali Buchanan
Marcy Buchanan

TC Sam Kurtenbach
TC Lisa Marsili",1977,,,,,,,,,,,,,['David Kurtenbach\nGeno Marsili\nCali Buchanan\nMarcy Buchanan\n\n'],['Sam Kurtenbach\nTC Lisa Marsili'],-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07
137,DNF,,"Todd Bryan
Fred Campbell
Will Hyde

TC Carla Bryan",4242,,,,,,,,,,,,,['Todd Bryan\nFred Campbell\nWill Hyde\n\n'],['Carla Bryan'],-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07
