,Overall Place,Recognition,Team Members,Boat #,Staples,Luling 90,Palmetto,Gonzales,Hochheim,Cheapside,Cuero 236,Victoria,Swinging Bridge (off Canal Rd),Calhouns RV,Seadrift,Class,Competitors,Team Captions,0,600,1200,1800,2400,3000,3600,4200,4800,5400,6000
87,88,Novice,"Nicholas Zehnder
Jake Thielman

TC Bob Nicks
TC Hayden Chavarria",27,0 days 04:29:00,0 days 10:40:00,0 days 17:23:00,1 days 01:06:00,1 days 16:27:00,2 days 02:22:00,2 days 06:38:00,2 days 22:05:00,3 days 07:43:00,3 days 16:01:00,3 days 23:44:00,Novice,"['Nicholas Zehnder', 'Jake Thielman', '', '']","['Bob Nicks', 'TC Hayden Chavarria']",-2.823763907144894e-07,38.080482680029576,69.96663933970119,98.79391882148039,122.93227071739366,148.11506119175382,176.41371051195762,201.35933673252092,232.98043127542036,256.40966591503843,266.06332049717383
88,89,Unlimited,"Clint Simmons
Kenny Howitt
Chris Buxton

TC Rachel Simmons
TC Jennifer Howitt",727,0 days 03:26:00,0 days 08:38:00,0 days 14:35:00,0 days 20:43:00,1 days 09:06:00,2 days 00:06:00,2 days 03:58:00,2 days 19:51:00,3 days 03:03:00,3 days 09:27:00,4 days 01:38:00,Unlimited,"['Clint Simmons', 'Kenny Howitt', 'Chris Buxton', '', '']","['Rachel Simmons', 'TC Jennifer Howitt']",-2.823763907144894e-07,45.36615137079599,83.9606313323288,114.74293686253183,135.52849610193553,155.91266069468438,182.51915034811606,210.7355281841677,248.35772564840693,259.93473072889327,266.06332049717383
89,90,Tandem Unlimited,"Tyler Robinson
Porter Robinson

TC Ken Shaver",1889,0 days 03:57:00,0 days 09:39:00,0 days 16:46:00,1 days 00:29:00,1 days 10:47:00,1 days 23:02:00,2 days 17:28:00,2 days 20:37:00,3 days 06:43:00,3 days 16:19:00,4 days 01:55:00,Tandem Unlimited,"['Tyler Robinson', 'Porter Robinson', '', '']",['Ken Shaver'],-2.823763907144894e-07,41.64522754330987,72.02213287222708,106.81132788606719,134.67401225489155,151.29114444388387,158.8784806484344,205.7724382212119,235.05092439092752,255.34848692171292,266.06332049717383
90,91,Tandem Unlimited,"Robert Felder
John Troilo

TC Amory Felder
TC Chris Troilo",4711,0 days 04:31:00,0 days 10:11:00,0 days 16:50:00,1 days 01:03:00,1 days 12:15:00,1 days 22:00:00,2 days 02:12:00,2 days 18:02:00,3 days 03:00:00,3 days 10:52:00,4 days 01:56:00,Tandem Unlimited,"['Robert Felder', 'John Troilo', '', '']","['Amory Felder', 'TC Chris Troilo']",-2.823763907144894e-07,39.86598115396491,71.15761084045587,103.34195070436887,133.64224199520623,162.360224928967,186.8810703311321,215.14966540707496,245.4905954830245,259.2217969517952,266.06332049717383
91,92,Novice,"Mark VandeHei
Todd F VandeHei

TC Sue Christofferson",1968,0 days 04:18:00,0 days 09:49:00,0 days 20:26:00,1 days 04:10:00,1 days 17:44:00,2 days 03:15:00,2 days 07:41:00,2 days 22:35:00,3 days 09:01:00,3 days 18:36:00,4 days 02:36:00,Novice,"['Mark VandeHei', 'Todd F VandeHei', '', '']",['Sue Christofferson'],-2.823763907144894e-07,40.98742097659944,60.403324477891196,91.9732034411622,119.28453279759478,145.7536666449049,174.19190347861047,200.05834140530195,229.27855516071577,251.76792808358132,266.06332049717383
92,93,Novice,"Jack VandeHei
Gabriel VandeHei

TC Julie VandeHei",9700,0 days 04:48:00,0 days 10:50:00,0 days 20:27:00,1 days 04:10:00,1 days 17:44:00,2 days 03:11:00,2 days 07:43:00,2 days 22:35:00,3 days 09:01:00,3 days 18:36:00,4 days 02:51:00,Novice,"['Jack VandeHei', 'Gabriel VandeHei', '', '']",['Julie VandeHei'],-2.823763907144894e-07,37.36345996818902,60.28011032424493,91.9732034411622,119.28453279759478,145.90700117818318,174.13052385199072,200.05495827627567,229.27855516071577,251.76792808358132,266.06332049717383
93,DNF,Unlimited,"Chris Bailey
Rob Nichols

TC James Shuler
TC Claudette Nichols",8760,0 days 02:58:00,0 days 07:24:00,0 days 11:36:00,0 days 16:16:00,0 days 23:45:00,1 days 04:47:00,1 days 07:38:00,1 days 18:43:00,2 days 01:50:00,2 days 07:28:00,,Unlimited,"['Chris Bailey', 'Rob Nichols', '', '']","['James Shuler', 'TC Claudette Nichols']",-2.823763907144894e-07,53.392025991313616,105.45105048132659,155.0108619008906,192.12032705740825,232.88577674868623,253.07017494040437,253.07017494040437,253.07017494040437,253.07017494040437,253.07017494040437
94,DNF,Unlimited Man,"Christopher Kelter

TC Paul Alvarez
TC Joe Godin",5114,0 days 03:07:00,0 days 07:29:00,0 days 11:41:00,0 days 16:33:00,1 days 00:39:00,1 days 06:02:00,1 days 10:21:00,1 days 19:56:00,2 days 02:47:00,2 days 08:19:00,,Solo Unlimited Man,"['Christopher Kelter', '', '']","['Paul Alvarez', 'TC Joe Godin']",-2.823763907144894e-07,52.983033579596594,102.74769146072767,148.88530134003963,185.74865306834425,228.75932930299615,253.07017494040437,253.07017494040437,253.07017494040437,253.07017494040437,253.07017494040437
95,DNF,Unlimited,"Trab Seyn
Darren Dodd

TC Patty Dodd
TC Jill Mulder",410,0 days 03:27:00,0 days 08:18:00,0 days 12:56:00,0 days 18:00:00,1 days 01:48:00,1 days 07:09:00,1 days 10:27:00,1 days 23:10:00,2 days 07:55:00,2 days 22:15:00,,Unlimited,"['Trab Seyn', 'Darren Dodd', '', '']","['Patty Dodd', 'TC Jill Mulder']",-2.823763907144894e-07,48.194585731911076,96.4667341258744,143.66173024094553,179.84686730537527,211.50919963041954,238.19591638923998,252.70738814647353,253.07017494040437,253.07017494040437,253.07017494040437
96,DNF,Unlimited,"Ryan Tedrow
Marcus Monroe

TC Mandy Tedrow
TC Tressa Monroe",8181,0 days 04:01:00,0 days 09:31:00,0 days 15:25:00,0 days 22:54:00,1 days 12:43:00,1 days 22:57:00,2 days 02:12:00,2 days 13:41:00,2 days 22:58:00,3 days 06:44:00,,Unlimited,"['Ryan Tedrow', 'Marcus Monroe', '', '']","['Mandy Tedrow', 'TC Tressa Monroe']",-2.823763907144894e-07,42.3201161608995,76.99834995431092,106.00630695732806,132.04664380946332,162.16554814874428,195.9175213870375,229.07329903397235,253.07017494040437,253.07017494040437,253.07017494040437
97,DNF,,"Blair Severson
Levi Mowles

TC Shaun Overton
TC Garrett Mowles",1111,0 days 04:24:00,0 days 10:05:00,0 days 15:43:00,0 days 22:31:00,1 days 10:45:00,1 days 20:50:00,2 days 00:43:00,2 days 15:24:00,3 days 00:15:00,3 days 08:01:00,,,"['Blair Severson', 'Levi Mowles', '', '']","['Shaun Overton', 'TC Garrett Mowles']",-2.823763907144894e-07,40.28453693768543,77.44666962648643,109.63167707632739,137.04634368891573,166.3947334338187,192.64285546158504,224.46450507605053,253.02554022756024,253.07017494040437,253.07017494040437
98,DNF,Unlimited Man,"Bj Dobbs

TC Mike Dobbs
TC Anna Dobbs",6988,0 days 03:38:00,0 days 08:48:00,0 days 14:08:00,0 days 23:18:00,1 days 10:35:00,1 days 21:05:00,2 days 00:08:00,2 days 11:46:00,2 days 22:26:00,3 days 08:34:00,,Solo Unlimited Man,"['Bj Dobbs', '', '']","['Mike Dobbs', 'TC Anna Dobbs']",-2.823763907144894e-07,45.269436694613496,77.70640579785004,108.96768149501051,136.92653607478834,169.21045246490615,202.23884905298834,231.02308199424837,251.90702956161735,253.07017494040437,253.07017494040437
99,DNF,,"Christopher Davis
Jared O'Brien

TC Jami O'Brien
TC Ana Davis",1984,0 days 03:36:00,0 days 09:31:00,0 days 15:38:00,0 days 22:30:00,1 days 10:44:00,1 days 20:03:00,2 days 00:54:00,2 days 13:13:00,3 days 01:49:00,3 days 11:28:00,,,"['Christopher Davis', ""Jared O'Brien"", '', '']","[""Jami O'Brien"", 'TC Ana Davis']",-2.823763907144894e-07,42.26030009987214,77.60152223124416,109.68215714466558,138.16316427284409,166.4683157876313,197.76005530923098,222.97009633027645,245.59806190662792,253.07017494040437,253.07017494040437
100,DNF,Unlimited Man,"Tim Curry

TC Fayla Curry",11,0 days 03:15:00,0 days 08:00:00,0 days 13:06:00,0 days 18:41:00,1 days 03:45:00,1 days 11:22:00,1 days 14:29:00,2 days 00:58:00,2 days 17:42:00,3 days 11:45:00,,Solo Unlimited Man,"['Tim Curry', '', '']",['Fayla Curry'],-2.823763907144894e-07,48.715077471443635,92.3468933826629,131.41003845712171,168.60210729952416,203.46323016999838,221.81174519231553,237.22547009005473,248.74889179939993,253.07017494040437,253.07017494040437
101,DNF,,"Joe Hunt
John Wooldridge
McCall Bohnsack out @ Palmetto

TC Patty Hunt
TC Alyssa Wooldridge",1775,0 days 04:36:00,0 days 10:17:00,0 days 16:29:00,1 days 02:59:00,1 days 14:14:00,2 days 01:37:00,2 days 06:01:00,2 days 18:24:00,3 days 05:45:00,3 days 15:34:00,,,"['Joe Hunt', 'John Wooldridge', 'McCall Bohnsack out @ Palmetto', '', '']","['Patty Hunt', 'TC Alyssa Wooldridge']",-2.823763907144894e-07,39.45191499834866,69.8593233538975,96.90165083544743,127.90181169758827,150.2587110818076,181.64831907197342,211.30567109150476,237.0377498331767,253.07017494040437,253.07017494040437
102,DNF,,"Juan Castro
Seiji Williams

TC Cameron Coday
TC Juan Castro Sr",70,0 days 04:29:00,0 days 10:47:00,0 days 16:49:00,0 days 23:43:00,1 days 12:10:00,1 days 21:08:00,2 days 03:41:00,2 days 20:30:00,3 days 06:44:00,3 days 16:01:00,,,"['Juan Castro', 'Seiji Williams', '', '']","['Cameron Coday', 'TC Juan Castro Sr']",-2.823763907144894e-07,37.68956860514487,73.11133779477001,105.66591695527477,134.71552215607943,159.4318606655924,182.0866359991001,206.06768333923566,235.10842925788722,253.07017494040437,253.07017494040437
103,DNF,Tandem Unlimited ,"Annika Garcia
Johnny Garcia

TC Nicole Garcia
TC Juliette Flora",924,0 days 04:07:00,0 days 10:42:00,0 days 18:57:00,1 days 02:17:00,1 days 17:00:00,2 days 04:26:00,2 days 08:25:00,2 days 20:35:00,3 days 06:34:00,3 days 16:19:00,,Tandem Unlimited,"['Annika Garcia', 'Johnny Garcia', '', '']","['Nicole Garcia', 'TC Juliette Flora']",-2.823763907144894e-07,38.11567974675903,64.9275237146004,96.3236332392899,121.50078170603524,143.71490850790659,174.37733867287946,205.92409583807222,235.32814363015024,253.07017494040437,253.07017494040437
104,DNF,,"Bryan Moczygemba
Steven Stone

TC Keith Olenick
TC Mary Phillips",1099,0 days 04:30:00,0 days 10:30:00,0 days 17:41:00,1 days 01:01:00,1 days 15:13:00,2 days 02:09:00,2 days 06:08:00,2 days 23:15:00,3 days 08:49:00,3 days 18:01:00,,,"['Bryan Moczygemba', 'Steven Stone', '', '']","['Keith Olenick', 'TC Mary Phillips']",-2.823763907144894e-07,38.659767736618534,69.37031894939899,99.96924690645922,125.81121254824798,148.69694866150175,176.23599013041223,198.75263619317968,229.64939543030368,253.03249418644538,253.07017494040437
105,DNF,,"Shilo Monney
Wyatt Monney
Chad Monney

TC Kandace Monney
TC Page Monney",421,0 days 04:20:00,0 days 10:44:00,0 days 20:46:00,1 days 03:12:00,1 days 21:11:00,2 days 04:18:00,2 days 08:04:00,3 days 00:05:00,3 days 09:32:00,3 days 21:15:00,,,"['Shilo Monney', 'Wyatt Monney', 'Chad Monney', '', '']","['Kandace Monney', 'TC Page Monney']",-2.823763907144894e-07,37.920382108197074,59.669583938598194,92.73517012456641,113.3388977391504,140.9535839660396,172.49102593093357,196.55408056825112,227.28857736884763,247.3006779899822,253.07017494040437
106,DNF,Unlimited Man,"Li-Yuan  Chea

TC Carlos Chea
TC Katy Chea",561,0 days 04:26:00,0 days 10:43:00,0 days 22:07:00,1 days 05:07:00,1 days 21:53:00,2 days 04:10:00,2 days 09:19:00,2 days 23:07:00,3 days 09:32:00,,,Solo Unlimited Man,"['Li-Yuan  Chea', '', '']","['Carlos Chea', 'TC Katy Chea']",-2.823763907144894e-07,37.93280326375853,57.4173723592654,88.91818963154057,111.01701875294825,140.4120491340658,170.52030631734957,198.44856175993672,227.75089039348592,232.2703987550363,232.2703987550363
107,DNF,,"Mitchell Coleman
Trevor Bohl

TC Rob Wolff
TC Tommy Wolff",330,0 days 04:17:00,0 days 10:29:00,0 days 17:25:00,1 days 02:28:00,1 days 14:14:00,1 days 23:20:00,2 days 03:44:00,2 days 17:36:00,,,,,"['Mitchell Coleman', 'Trevor Bohl', '', '']","['Rob Wolff', 'TC Tommy Wolff']",-2.823763907144894e-07,38.78697386623943,68.58689787438615,98.09233386269267,128.87619663320797,157.5165921195974,186.00258536013763,201.5672169510256,201.5672169510256,201.5672169510256,201.5672169510256
108,DNF,Unlimited Man,"Meredith  Cullen

TC Jimmy Woytasczyk
TC Danielle Cullen ",1929,0 days 04:02:00,0 days 09:37:00,0 days 20:06:00,1 days 03:25:00,1 days 19:35:00,2 days 04:00:00,2 days 09:05:00,3 days 01:07:00,,,,Solo Unlimited Man,"['Meredith  Cullen', '', '']","['Jimmy Woytasczyk', 'TC Danielle Cullen ']",-2.823763907144894e-07,41.385205199895644,61.04805182997967,92.88686595416863,115.80585780585535,143.09447514268788,170.03731975146616,194.07536081847462,201.5672169510256,201.5672169510256,201.5672169510256
109,DNF,Unlimited Man,"Daniel Baumbach

TC Rob Tatrow
TC Gary Robinson",71,0 days 02:55:00,0 days 07:00:00,0 days 10:46:00,0 days 15:12:00,0 days 22:00:00,1 days 02:51:00,1 days 05:44:00,,,,,Solo Unlimited Man,"['Daniel Baumbach', '', '']","['Rob Tatrow', 'TC Gary Robinson']",-2.823763907144894e-07,57.04906964440107,113.12074062323127,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
110,DNF,,"Janae Fuller
Kate Fuller
Spencer Fuller

TC Tommy Duran
TC Myah Duran",514,0 days 03:46:00,0 days 08:39:00,0 days 13:35:00,0 days 19:15:00,1 days 06:18:00,1 days 15:03:00,1 days 21:19:00,,,,,,"['Janae Fuller', 'Kate Fuller', 'Spencer Fuller', '', '']","['Tommy Duran', 'TC Myah Duran']",-2.823763907144894e-07,46.27224187274778,89.48099314543947,123.01254985152713,151.1604512324881,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
111,DNF,C-1 Man,"Tyler Payne

TC Alan Payne
TC Jody Allen",871,0 days 04:10:00,0 days 09:48:00,0 days 18:29:00,1 days 01:08:00,1 days 15:05:00,1 days 22:35:00,2 days 02:31:00,,,,,USCA C-1 Man,"['Tyler Payne', '', '']","['Alan Payne', 'TC Jody Allen']",-2.823763907144894e-07,41.106239349593594,67.11097501997578,99.89240128709011,127.0767089933253,161.18908172055745,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
112,DNF,Unlimited Man,"Jeff Larsen

TC Jodi Larsen
TC Keith Stone",101,0 days 03:56:00,0 days 09:36:00,0 days 15:27:00,0 days 22:54:00,1 days 12:41:00,1 days 23:59:00,2 days 04:39:00,,,,,Solo Unlimited Man,"['Jeff Larsen', '', '']","['Jodi Larsen', 'TC Keith Stone']",-2.823763907144894e-07,42.04091351842879,76.95375140201484,106.05235334321645,131.3626350364084,155.0841802681421,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
113,DNF,Unlimited Man,"Walter Golden

TC Ron Popp
TC Carolyn Popp",8981,0 days 04:15:00,0 days 10:24:00,0 days 16:48:00,1 days 00:26:00,1 days 13:38:00,1 days 23:59:00,2 days 04:39:00,,,,,Solo Unlimited Man,"['Walter Golden', '', '']","['Ron Popp', 'TC Carolyn Popp']",-2.823763907144894e-07,39.09257883618231,72.02746992612954,102.5917471418715,129.7400534244806,155.0841802681421,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
114,DNF,Unlimited Man,"Matt Bonura

TC Christi Bonura",224,0 days 03:45:00,0 days 09:24:00,0 days 15:28:00,1 days 00:17:00,1 days 14:07:00,2 days 01:31:00,2 days 06:05:00,,,,,Solo Unlimited Man,"['Matt Bonura', '', '']",['Christi Bonura'],-2.823763907144894e-07,42.67013261337806,74.47007413024468,102.27812996472123,128.15220475593412,150.52050368996913,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
115,DNF,Unlimited Man,"Jeremiah Gonzalez

TC Rocio Morales",1908,0 days 03:41:00,0 days 09:04:00,0 days 18:15:00,1 days 01:35:00,1 days 16:58:00,2 days 02:26:00,2 days 06:58:00,,,,,Solo Unlimited Man,"['Jeremiah Gonzalez', '', '']",['Rocio Morales'],-2.823763907144894e-07,42.72645400314738,67.38275266014699,97.60413082635084,121.69017860114621,147.89487344983303,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
116,DNF,,"Tammy Gorman
Jason Gorman
Jack Culberson out at Luling

TC Kellie Martini
TC Dave Martini",16,0 days 04:45:00,0 days 11:40:00,0 days 22:11:00,1 days 05:22:00,1 days 22:03:00,2 days 04:36:00,2 days 08:46:00,,,,,,"['Tammy Gorman', 'Jason Gorman', 'Jack Culberson out at Luling', '', '']","['Kellie Martini', 'TC Dave Martini']",-2.823763907144894e-07,34.93017597237214,56.965232595614125,88.3727098750889,110.58192275834178,139.10794169689888,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
117,DNF,,"Luke Zolnierowski
Damian Stobierski
Ken Ehler
Filip Drozdowski
Andrew Davis

TC Anna Winder
TC Wojtek Osowiecki",1991,0 days 03:24:00,0 days 08:33:00,0 days 13:43:00,0 days 19:09:00,1 days 04:27:00,1 days 11:03:00,,,,,,,"['Luke Zolnierowski', 'Damian Stobierski', 'Ken Ehler', 'Filip Drozdowski', 'Andrew Davis', '', '']","['Anna Winder', 'TC Wojtek Osowiecki']",-2.823763907144894e-07,46.416462509925694,90.35263334261116,129.89481384562805,149.04023470320055,149.04023470320055,149.04023470320055,149.04023470320055,149.04023470320055,149.04023470320055,149.04023470320055
118,DNF,Unlimited Man,"Geoff Waters

TC Twila Waters
TC David Froelich",19,0 days 03:08:00,0 days 07:26:00,0 days 11:43:00,0 days 16:31:00,0 days 23:23:00,,,,,,,Solo Unlimited Man,"['Geoff Waters', '', '']","['Twila Waters', 'TC David Froelich']",-2.823763907144894e-07,52.98335186162906,105.76211028444264,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
119,DNF,Unlimited,"Chris Stevenson
Robb Stevenson

TC Jake Aziz
TC Adam Aziz",103,0 days 03:19:00,0 days 07:53:00,0 days 12:04:00,0 days 17:16:00,1 days 02:13:00,,,,,,,Unlimited,"['Chris Stevenson', 'Robb Stevenson', '', '']","['Jake Aziz', 'TC Adam Aziz']",-2.823763907144894e-07,51.061258080078424,98.2819340391816,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
120,DNF,,"Randal  Oudt
Brad Thawley
Matt Matza
Forrest Fauth

TC Amanda Oudt
TC Jonathan White",44,0 days 03:06:00,0 days 07:59:00,0 days 12:44:00,0 days 17:51:00,1 days 03:00:00,,,,,,,,"['Randal  Oudt', 'Brad Thawley', 'Matt Matza', 'Forrest Fauth', '', '']","['Amanda Oudt', 'TC Jonathan White']",-2.823763907144894e-07,49.38303931983052,95.67242102029576,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
121,DNF,Unlimited Man,"Chuck Scheidt

TC Sheila Hansel
TC Doug MacKay",1000,0 days 03:06:00,0 days 08:12:00,0 days 14:11:00,0 days 22:41:00,1 days 09:10:00,,,,,,,Solo Unlimited Man,"['Chuck Scheidt', '', '']","['Sheila Hansel', 'TC Doug MacKay']",-2.823763907144894e-07,46.83265354089037,78.84621889936803,112.82620667919132,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
122,DNF,,"Joe Clarke
Albert Nava

TC Albert Nava Jr",5000,0 days 04:30:00,0 days 10:45:00,0 days 17:01:00,1 days 00:10:00,1 days 13:31:00,,,,,,,,"['Joe Clarke', 'Albert Nava', '', '']",['Albert Nava Jr'],-2.823763907144894e-07,37.79222193260402,71.97693869073325,103.156300619798,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
123,DNF,Unlimited Man,"Fred Mynar

TC Deborah Lane",17,0 days 02:40:00,0 days 06:22:00,0 days 09:56:00,0 days 14:12:00,,,,,,,,Solo Unlimited Man,"['Fred Mynar', '', '']",['Deborah Lane'],-2.823763907144894e-07,61.64657789153367,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
124,DNF,Unlimited Man,"Nathan Glaiser

TC Dan Glaiser
TC David Russell",1258,0 days 03:56:00,0 days 09:17:00,0 days 16:12:00,0 days 23:33:00,,,,,,,,Solo Unlimited Man,"['Nathan Glaiser', '', '']","['Dan Glaiser', 'TC David Russell']",-2.823763907144894e-07,42.76729010640059,74.54284290384092,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
125,DNF,Unlimited,"Dan Gideon
Scott Craig

TC Tiffany Marconi
TC Abby Brown",2468,0 days 04:20:00,0 days 10:39:00,0 days 17:23:00,1 days 00:16:00,,,,,,,,Unlimited,"['Dan Gideon', 'Scott Craig', '', '']","['Tiffany Marconi', 'TC Abby Brown']",-2.823763907144894e-07,38.196757562972024,71.02256658466737,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
126,DNF,C-1 Man,"Scott Ide

TC Seth Ide
TC James Ide",6246,0 days 04:36:00,0 days 10:04:00,0 days 19:03:00,1 days 02:25:00,,,,,,,,USCA C-1 Man,"['Scott Ide', '', '']","['Seth Ide', 'TC James Ide']",-2.823763907144894e-07,40.3429220126999,64.56169936298534,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
127,DNF,,"Kelley  Crow
Aaden Crow

TC Mark Crow",2121,0 days 04:18:00,0 days 10:32:00,0 days 18:51:00,1 days 03:23:00,,,,,,,,,"['Kelley  Crow', 'Aaden Crow', '', '']",['Mark Crow'],-2.823763907144894e-07,38.60704861872752,64.71104705533904,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
128,DNF,,"Dan Graves
Cristian Mandella

TC Andy Boagni",700,0 days 04:33:00,0 days 10:47:00,0 days 21:42:00,1 days 04:12:00,,,,,,,,,"['Dan Graves', 'Cristian Mandella', '', '']",['Andy Boagni'],-2.823763907144894e-07,37.65810449668929,58.03468305940282,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
129,DNF,,"Robert Pullin
Kirk Pullin out @ Palmetto
Kyle Pullin

TC Cynthia Pullin
TC Jenny Pullin",420,0 days 04:29:00,0 days 11:29:00,0 days 21:34:00,1 days 04:20:00,,,,,,,,,"['Robert Pullin', 'Kirk Pullin out @ Palmetto', 'Kyle Pullin', '', '']","['Cynthia Pullin', 'TC Jenny Pullin']",-2.823763907144894e-07,35.61772400825596,58.04196550330434,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
130,DNF,,"Trent Magill
Joe Fore

TC Brandy Norwood
TC Brian Mignogna",8187,0 days 04:44:00,0 days 11:48:00,0 days 21:44:00,1 days 05:03:00,,,,,,,,,"['Trent Magill', 'Joe Fore', '', '']","['Brandy Norwood', 'TC Brian Mignogna']",-2.823763907144894e-07,34.60477234049581,57.64774300558258,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
131,DNF,Unlimited Man,"James  Sutherland

TC Catherine Sutherland
TC Audrey Sutherland",23,0 days 03:03:00,0 days 07:16:00,0 days 11:25:00,,,,,,,,,Solo Unlimited Man,"['James  Sutherland', '', '']","['Catherine Sutherland', 'TC Audrey Sutherland']",-2.823763907144894e-07,54.208039766980356,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
132,DNF,,"Mason Kleinecke
Eric Sullivan
Wyatt Andrews

TC Christopher Pappas
TC Kiersten Potter",1173,0 days 03:49:00,0 days 08:50:00,0 days 14:40:00,,,,,,,,,,"['Mason Kleinecke', 'Eric Sullivan', 'Wyatt Andrews', '', '']","['Christopher Pappas', 'TC Kiersten Potter']",-2.823763907144894e-07,44.75410625585004,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
133,DNF,Tandem Unlimited ,"Jennifer LaRochelle
Kyle LaRochelle

TC Karri Reich
TC Charles Reich",2006,0 days 04:20:00,0 days 10:17:00,0 days 18:25:00,,,,,,,,,Tandem Unlimited,"['Jennifer LaRochelle', 'Kyle LaRochelle', '', '']","['Karri Reich', 'TC Charles Reich']",-2.823763907144894e-07,39.504779883385915,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
134,DNF,C-1 Woman,"Tina Sackett

TC Debbie Sackett
TC Ginsie Stauss",61,0 days 04:26:00,0 days 10:03:00,0 days 19:38:00,,,,,,,,,C-1 Woman,"['Tina Sackett', '', '']","['Debbie Sackett', 'TC Ginsie Stauss']",-2.823763907144894e-07,40.420836572660946,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
135,DNF,Unlimited,"Heath Johnson
Leslie Callahan

TC Marvin Dworaczyk
TC Chad Nemec",270,0 days 04:31:00,0 days 11:47:00,0 days 21:40:00,,,,,,,,,Unlimited,"['Heath Johnson', 'Leslie Callahan', '', '']","['Marvin Dworaczyk', 'TC Chad Nemec']",-2.823763907144894e-07,34.824911388597755,57.76858964694862,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
136,DNF,Unlimited,"Joe Heathcott
Shannon McShane

TC Steele Heathcott
TC Will Heathcott",3696,0 days 04:38:00,0 days 11:10:00,0 days 21:51:00,,,,,,,,,Unlimited,"['Joe Heathcott', 'Shannon McShane', '', '']","['Steele Heathcott', 'TC Will Heathcott']",-2.823763907144894e-07,36.40640201190551,57.67515276412804,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
137,DNF,Unlimited,"Ray Arquette
Dave Amodio

TC Kelleen Arguette
TC Cindy Amodio",7550,0 days 03:03:00,0 days 07:38:00,,,,,,,,,,Unlimited,"['Ray Arquette', 'Dave Amodio', '', '']","['Kelleen Arguette', 'TC Cindy Amodio']",-2.823763907144894e-07,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425
