,,,,,,,,,,2014 TEXAS WATER SAFARI SPLITS,,,,,,,,,,,,,,,,
5,3rd Unlimited,"John Mark Harras
John Dupont
Mike Rendon
Andres Cobb
Karon Cobb
Daniel Cruz 
TC - Willy Martin 
TC - Allen Posnick",807,9:00, ,11:29:00, ,15:05:00, ,18:27:00, ,22:39:00, ,4:14:00, ,8:08:00, ,10:16:00, ,16:54:00, ,22:19:00, ,2:32:00, ,7:19:00
,,,,,3,2:29:00,2,3:36:00,3,3:22:00,3,4:12:00,2,5:35:00,3,3:54:00,3,2:08:00,7,6:38:00,4,5:25:00,9,4:13:00,16,4:47:00
,,,,,3,2:29:00,2,6:05:00,2,9:27:00,2,13:39:00,2,19:14:00,3,23:08:00,3,25:16:00,3,31:54:00,3,37:19:00,4,41:32:00,5,46:19:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"1st Mixed
1st Masters","Erin Magee
Jerry Cochran
TC - Ryan Roye 
TC - William Roye",3221,9:00, ,11:35:00, ,15:16:00, ,18:45:00, ,23:18:00, ,5:09:00, ,9:09:00, ,11:25, ,17:57:00, ,23:44:00, ,3:52:00, ,8:40:00
,,,,,6,2:35:00,6,3:41:00,6,3:29:00,6,4:33:00,4,5:51:00,4,4:00:00,5,2:16:00,4,6:32:00,7,5:47:00,7,4:08:00,17,4:48:00
,,,,,6,2:35:00,6,6:16:00,6,9:45:00,6,14:18:00,6,20:09:00,6,24:09:00,6,26:25:00,5,32:57:00,6,38:44:00,6,42:52:00,6,47:40:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1st Tandem Unl,"RD Kissling
Bobby Smart 
TC - Lance Gray 
TC - Scott Johnson",620,9:00, ,11:46:00, ,15:44:00, ,19:26:00, ,0:11:00, ,6:33:00, ,10:41:00, ,13:01:00, ,19:55:00, ,1:40:00, ,6:33:00, ,10:41:00
,,,,,8,2:46:00,8,3:58:00,9,3:42:00,8,4:45:00,8,6:22:00,7,4:08:00,9,2:20:00,11,6:54:00,6,5:45:00,21,4:53:00,5,4:08:00
,,,,,8,2:46:00,8,6:44:00,8,10:26:00,8,15:11:00,8,21:33:00,8,25:41:00,8,28:01:00,8,34:55:00,7,40:40:00,7,45:33:00,7,49:41:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1st USCA C1,"Jonathan Yonley
TC - Stephen Rask",5,9:00, ,11:53:00, ,16:00:00, ,19:44:00, ,0:40:00, ,7:19:00, ,11:39:00, ,14:02:00, ,20:38:00, ,2:42:00, ,7:01:00, ,10:42:00
,,,,,13,2:53:00,17,4:07:00,11,3:44:00,10,4:56:00,12,6:39:00,14,4:20:00,12,2:23:00,6,6:36:00,13,6:04:00,12,4:19:00,2,3:41:00
,,,,,13,2:53:00,15,7:00:00,12,10:44:00,12,15:40:00,12,22:19:00,11,26:39:00,11,29:02:00,10,35:38:00,10,41:42:00,9,46:01:00,8,49:42:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"1st USCA C2
1st Adult/Youth","Daniel Feaster
Max Feaster
TC - Peter Derrick",10,9:00, ,11:53:00, ,15:58:00, ,19:45:00, ,0:39:00, ,7:18:00, ,11:42:00, ,14:05:00, ,21:00:00, ,3:03:00, ,7:03:00, ,11:20:00
,,,,,13,2:53:00,12,4:05:00,12,3:47:00,9,4:54:00,12,6:39:00,17,4:24:00,12,2:23:00,12,6:55:00,11,6:03:00,6,4:00:00,8,4:17:00
,,,,,13,2:53:00,13,6:58:00,13,10:45:00,10,15:39:00,11,22:18:00,12,26:42:00,12,29:05:00,12,36:00:00,12,42:03:00,10,46:03:00,9,50:20:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
10,4th Unlimited,"Darryl Jiral
Kaitlin Jiral
Landen Jiral 
TC - Kathi Jiral 
TC - Lance Bielke",3711,9:00, ,11:58:00, ,15:57:00, ,19:37:00, ,0:39:00, ,7:16:00, ,11:25:00, ,13:54:00, ,20:42:00, ,2:58:00, ,7:13:00, ,11:53:00
,,,,,18,2:58:00,9,3:59:00,8,3:40:00,14,5:02:00,11,6:37:00,8,4:09:00,17,2:29:00,9,6:48:00,18,6:16:00,11,4:15:00,13,4:40:00
,,,,,18,2:58:00,11,6:57:00,10,10:37:00,10,15:39:00,10,22:16:00,10,26:25:00,10,28:54:00,11,35:42:00,11,41:58:00,11,46:13:00,10,50:53:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2nd Mixed,"Phil Bowden 
Debbie Richardson
TC - Cindy Muerer 
TC - Becky Haluska",4753,9:00, ,11:38:00, ,15:27:00, ,19:03:00, ,23:39:00, ,5:49:00, ,10:04:00, ,12:26:00, ,19:40:00, ,1:53:00, ,6:57:00, ,12:00:00
,,,,,7,2:38:00,7,3:49:00,7,3:36:00,7,4:36:00,7,6:10:00,9,4:15:00,11,2:22:00,16,7:14:00,17,6:13:00,26,5:04:00,20,5:03:00
,,,,,7,2:38:00,7,6:27:00,7,10:03:00,7,14:39:00,7,20:49:00,7,25:04:00,7,27:26:00,7,34:40:00,8,40:53:00,8,45:57:00,11,51:00:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2nd USCA C2,"Liam Price
Edoh Amiran  
TC - Veronica Wisniewski",106,9:00, ,11:57:00, ,16:01:00, ,19:49:00, ,0:53:00, ,7:34:00, ,11:57:00, ,14:20:00, ,21:21:00, ,3:25:00, ,8:08:00, ,12:24:00
,,,,,17,2:57:00,11,4:04:00,14,3:48:00,15,5:04:00,16,6:41:00,15,4:23:00,12,2:23:00,14,7:01:00,12,6:04:00,20,4:43:00,7,4:16:00
,,,,,17,2:57:00,16,7:01:00,14,10:49:00,15,15:53:00,14,22:34:00,13,26:57:00,15,29:20:00,15,36:21:00,13,42:25:00,12,47:08:00,12,51:24:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2nd Tandem Unl,"Woody Green
Chris Kelter
TC - Joseph Bynum 
TC - Maggie Hejl",1964,9:00, ,11:59:00, ,16:06:00, ,19:55:00, ,1:00:00, ,7:42:00, ,11:58:00, ,14:17:00, ,21:06:00, ,3:29:00, ,8:25:00, ,12:35:00
,,,,,19,2:59:00,18,4:07:00,15,3:49:00,16,5:05:00,17,6:42:00,10,4:16:00,7,2:19:00,10,6:49:00,20,6:23:00,23,4:56:00,6,4:10:00
,,,,,19,2:59:00,20,7:06:00,16,10:55:00,17,16:00:00,17,22:42:00,14,26:58:00,13,29:17:00,13,36:06:00,14,42:29:00,13,47:25:00,13,51:35:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
14,5th  Unlimited,"John Bugge
Dawn Wheeler
Jennifer Bugge
Chris Wheeler
Cecili Bugge
TC - Donna Bugge 
TC - Paul Bugge",35,9:00, ,11:48:00, ,15:49:00, ,19:33:00, ,0:30:00, ,7:06:00, ,11:24:00, ,13:44:00, ,20:28:00, ,2:34:00, ,8:51:00, ,12:52:00
,,,,,9,2:48:00,10,4:01:00,10,3:44:00,11,4:57:00,10,6:36:00,13,4:18:00,8,2:20:00,8,6:44:00,14,6:06:00,39,6:17:00,4,4:01:00
,,,,,9,2:48:00,9,6:49:00,9,10:33:00,9,15:30:00,9,22:06:00,9,26:24:00,9,28:44:00,9,35:28:00,9,41:34:00,15,47:51:00,14,51:52:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1st Standard,"Chris Paddack
Chuck Stewart
TC - Kayla Taylor 
TC - Charile Stewart",15,9:00, ,12:00:00, ,16:12:00, ,20:03:00, ,1:10:00, ,7:40:00, ,11:58:00, ,14:19:00, ,21:15:00, ,4:03:00, ,8:30:00, ,13:15:00
,,,,,21,3:00:00,23,4:12:00,18,3:51:00,18,5:07:00,9,6:30:00,11,4:18:00,10,2:21:00,13,6:56:00,27,6:48:00,13,4:27:00,14,4:45:00
,,,,,21,3:00:00,22,7:12:00,20,11:03:00,18,16:10:00,16,22:40:00,14,26:58:00,14,29:19:00,14,36:15:00,15,43:03:00,14,47:30:00,15,52:15:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1st Novice,"Gabe Haarsma
Thomas Allen 
TC - James Allen 
TC - Helena Finley",555,9:00, ,12:06:00, ,16:24:00, ,20:14:00, ,1:22:00, ,8:21:00, ,13:29:00, ,16:22:00, ,23:33:00, ,5:34:00, ,9:20:00, ,13:48:00
,,,,,25,3:06:00,28,4:18:00,16,3:50:00,19,5:08:00,20,6:59:00,26,5:08:00,30,2:53:00,15,7:11:00,10,6:01:00,5,3:46:00,9,4:28:00
,,,,,25,3:06:00,26,7:24:00,22,11:14:00,21,16:22:00,19,23:21:00,20,28:29:00,20,31:22:00,19,38:33:00,18,44:34:00,16,48:20:00,16,52:48:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3rd Mens Solo,"Tim Curry
TC - Jason Dluhy 
TC - Zachary Peltier",742,9:00, ,11:49:00, ,15:54:00, ,19:41:00, ,0:46:00, ,7:26:00, ,12:14:00, ,15:43:00, ,23:48:00, ,5:39:00, ,9:50:00, ,15:16:00
,,,,,10,2:49:00,12,4:05:00,12,3:47:00,17,5:05:00,14,6:40:00,19,4:48:00,51,3:29:00,22,8:05:00,9,5:51:00,8,4:11:00,22,5:26:00
,,,,,10,2:49:00,10,6:54:00,11,10:41:00,13,15:46:00,13,22:26:00,18,27:14:00,18,30:43:00,20,38:48:00,19,44:39:00,17,48:50:00,17,54:16:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3rd USCA C2,"Max Hambly 
Michael Tecci
TC - Joe Graef",2209,9:00, ,11:55:00, ,16:02:00, ,19:57:00, ,1:10:00, ,8:41:00, ,13:04:00, ,15:47:00, ,23:18:00, ,5:47:00, ,11:05:00, ,15:44:00
,,,,,16,2:55:00,18,4:07:00,20,3:55:00,20,5:13:00,22,7:31:00,15,4:23:00,20,2:43:00,18,7:31:00,22,6:29:00,29,5:18:00,12,4:39:00
,,,,,16,2:55:00,18,7:02:00,17,10:57:00,18,16:10:00,20,23:41:00,19,28:04:00,19,30:47:00,18,38:18:00,20,44:47:00,20,50:05:00,18,54:44:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1st Aluminum,"Roy Tyronne
Brian Jones 
TC - Les Burkhalter 
TC - David Hefner",4,9:00, ,11:59:00, ,16:04:00, ,19:57:00, ,0:57:00, ,7:43:00, ,12:01:00, ,14:29:00, ,22:16:00, ,5:23:00, ,10:00:00, ,15:48:00
,,,,,19,2:59:00,12,4:05:00,19,3:53:00,12,5:00:00,18,6:46:00,11,4:18:00,16,2:28:00,20,7:47:00,33,7:07:00,19,4:37:00,26,5:48:00
,,,,,19,2:59:00,19,7:04:00,17,10:57:00,16,15:57:00,18,22:43:00,16,27:01:00,16,29:29:00,17,37:16:00,16,44:23:00,18,49:00:00,19,54:48:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1st Womens USCA C1,"Holly Orr
TC - Peter Churchman 
TC - Andrew Nelson",357,9:00, ,12:16:00, ,16:34:00, ,20:41:00, ,2:29:00, ,10:16:00, ,15:19:00, ,18:07:00, ,2:50:00, ,9:21:00, ,13:50:00, ,18:49:00
,,,,,32,3:16:00,28,4:18:00,27,4:07:00,28,5:48:00,31,7:47:00,24,5:03:00,26,2:48:00,26,8:43:00,24,6:31:00,15,4:29:00,19,4:59:00
,,,,,32,3:16:00,32,7:34:00,29,11:41:00,28,17:29:00,28,25:16:00,26,30:19:00,25,33:07:00,25,41:50:00,23,48:21:00,22,52:50:00,20,57:49:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
21,3rd Tandem Unl,"Clay Snell
Chad Keeth 
TC - Barry Snell 
TC - Kelley Keeth",25,9:00, ,11:52:00, ,16:01:00, ,20:05:00, ,1:37:00, ,8:55:00, ,14:02:00, ,17:01:00, ,1:54:00, ,8:25:00, ,12:57:00, ,18:58:00
,,,,,12,2:52:00,20,4:09:00,24,4:04:00,24,5:32:00,21,7:18:00,25,5:07:00,32,2:59:00,30,8:53:00,24,6:31:00,16,4:32:00,29,6:01:00
,,,,,12,2:52:00,16,7:01:00,21,11:05:00,22,16:37:00,21,23:55:00,21,29:02:00,22,32:01:00,21,40:54:00,21,47:25:00,21,51:57:00,21,57:58:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
22,6th Unlimited,"Chris Sukow
Chris Champion
Joel Truitt
TC - Tim Sukow
TC - AJ Champion",8,9:00, ,11:53:00, ,15:59:00, ,19:50:00, ,0:51:00, ,7:40:00, ,12:08:00, ,14:35:00, ,22:14:00, ,5:29:00, ,10:41:00, ,20:03:00
,,,,,13,2:53:00,15,4:06:00,17,3:51:00,13,5:01:00,19,6:49:00,18,4:28:00,15,2:27:00,19,7:39:00,36,7:15:00,27,5:12:00,64,9:22:00
,,,,,13,2:53:00,14,6:59:00,15,10:50:00,14,15:51:00,15,22:40:00,17,27:08:00,17,29:35:00,16,37:14:00,17,44:29:00,19,49:41:00,22,59:03:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
23,4th USCA C2,"Libby Geisinger
Joe Geisinger
TC - Patty Geisinger 
TC - Mary Geisinger",1985,9:00, ,12:01:00, ,16:26:00, ,20:31:00, ,1:57:00, ,9:38:00, ,15:08:00, ,17:59:00, ,2:44:00, ,9:22:00, ,13:56:00, ,20:09:00
,,,,,22,3:01:00,35,4:25:00,26,4:05:00,23,5:26:00,28,7:41:00,34,5:30:00,28,2:51:00,28,8:45:00,26,6:38:00,18,4:34:00,34,6:13:00
,,,,,22,3:01:00,28,7:26:00,27,11:31:00,24,16:57:00,24,24:38:00,25,30:08:00,23,32:59:00,23,41:44:00,24,48:22:00,25,52:56:00,23,59:09:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
24,7th Unlimited,"Isaac Spencer
Manuel Olivas
Jason Tittle 
TC - Gene Tankersley 
TC - James Spencer",111,9:00, ,12:07:00, ,16:21:00, ,20:31:00, ,2:08:00, ,9:45:00, ,15:08:00, ,18:08:00, ,2:03:00, ,8:57:00, ,13:50:00, ,20:43:00
,,,,,27,3:07:00,25,4:14:00,29,4:10:00,26,5:37:00,24,7:37:00,27,5:23:00,33,3:00:00,21,7:55:00,30,6:54:00,22,4:53:00,42,6:53:00
,,,,,27,3:07:00,25,7:21:00,27,11:31:00,26,17:08:00,25,24:45:00,24,30:08:00,26,33:08:00,22,41:03:00,22,47:57:00,23,52:50:00,24,59:43:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
25,4th Mens Solo,"Chris Stevenson 
TC - Audra Stevenson 
TC - Marian Stevenson",21,9:00, ,12:02:00, ,16:11:00, ,20:14:00, ,2:55:00, ,9:35:00, ,15:02:00, ,18:27:00, ,4:07:00, ,12:23:00, ,16:37:00, ,21:26:00
,,,,,24,3:02:00,21,4:09:00,23,4:03:00,36,6:41:00,14,6:40:00,32,5:27:00,47,3:25:00,36,9:40:00,49,8:16:00,10,4:14:00,18,4:49:00
,,,,,24,3:02:00,21,7:11:00,22,11:14:00,30,17:55:00,23,24:35:00,23,30:02:00,28,33:27:00,31,43:07:00,33,51:23:00,31,55:37:00,25,60:26:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
26,4th Tandem Unl,"Tres Ryan
Wendell Smith
TC - Mark Miller 
TC - Aaron Timmins",7777,9:00, ,12:19:00, ,16:46:00, ,21:05:00, ,2:41:00, ,10:23:00, ,15:20:00, ,18:05:00, ,2:54:00, ,9:23:00, ,13:51:00, ,21:29:00
,,,,,37,3:19:00,36,4:27:00,34,4:19:00,25,5:36:00,29,7:42:00,21,4:57:00,23,2:45:00,29,8:49:00,21,6:29:00,14,4:28:00,51,7:38:00
,,,,,37,3:19:00,35,7:46:00,34,12:05:00,29,17:41:00,29,25:23:00,27,30:20:00,24,33:05:00,27,41:54:00,25,48:23:00,24,52:51:00,26,60:29:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
27,3rd Mixed,"Don Zeek
Rebekah Zeek 
TC - Jonathan Zeek 
TC - Joshua Zeek",55,9:00, ,12:06:00, ,16:17:00, ,20:16:00, ,2:05:00, ,10:25:00, ,15:27:00, ,18:29:00, ,2:48:00, ,10:02:00, ,15:42:00, ,21:49:00
,,,,,25,3:06:00,22,4:11:00,22,3:59:00,29,5:49:00,34,8:20:00,23,5:02:00,35,3:02:00,24,8:19:00,35,7:14:00,32,5:40:00,30,6:07:00
,,,,,25,3:06:00,23,7:17:00,24,11:16:00,25,17:05:00,30,25:25:00,28,30:27:00,30,33:29:00,24,41:48:00,28,49:02:00,29,54:42:00,27,60:49:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2nd Aluminum,"Bill McCanse
Matt Sandel
TC - Ed Cafarella 
TC - Damon McWhorter",50,9:00, ,12:17:00, ,16:49:00, ,21:03:00, ,2:55:00, ,10:53:00, ,16:33:00, ,19:25:00, ,3:42:00, ,9:54:00, ,15:32:00, ,22:28:00
,,,,,34,3:17:00,39,4:32:00,32,4:14:00,30,5:52:00,32,7:58:00,39,5:40:00,29,2:52:00,23,8:17:00,16,6:12:00,31,5:38:00,43,6:56:00
,,,,,34,3:17:00,37,7:49:00,33,12:03:00,30,17:55:00,33,25:53:00,33,31:33:00,32,34:25:00,30,42:42:00,27,48:54:00,28,54:32:00,28,61:28:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1st Womens Solo,"Mollie Binion 
TC - Becky Binion 
TC - Sam Binion",11,9:00, ,12:23:00, ,16:46:00, ,21:05:00, ,2:58:00, ,10:38:00, ,16:03:00, ,19:28:00, ,5:08:00, ,11:58:00, ,16:30:00, ,23:20:00
,,,,,40,3:23:00,33,4:23:00,34,4:19:00,31,5:53:00,26,7:40:00,31,5:25:00,46,3:25:00,37,9:40:00,28,6:50:00,16,4:32:00,41,6:50:00
,,,,,40,3:23:00,35,7:46:00,34,12:05:00,32,17:58:00,32,25:38:00,31,31:03:00,33,34:28:00,34,44:08:00,32,50:58:00,30,55:30:00,29,62:20:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
30,4th Mixed,"Kate Tart
Nathan Tart 
TC - Dwight Tart 
TC - Steben Smith",3419,9:00, ,12:13:00, ,16:25:00, ,20:23:00, ,1:37:00, ,9:12:00, ,14:11:00, ,16:58:00, ,2:53:00, ,9:23:00, ,14:56:00, ,23:42:00
,,,,,31,3:13:00,24,4:12:00,21,3:58:00,21,5:14:00,23,7:35:00,22,4:59:00,24,2:47:00,40,9:55:00,23,6:30:00,30,5:33:00,62,8:46:00
,,,,,31,3:13:00,27,7:25:00,25,11:23:00,22,16:37:00,22,24:12:00,22,29:11:00,21,31:58:00,26,41:53:00,25,48:23:00,26,53:56:00,30,62:42:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
31,3rd Aluminum,"Matt Myers
Cole Davis 
TC - Len Bryan 
TC - LoRae Davis",215,9:00, ,12:09:00, ,16:36:00, ,20:52:00, ,2:58:00, ,10:35:00, ,16:13:00, ,18:56:00, ,3:36:00, ,11:02:00, ,17:01:00, ,1:31:00
,,,,,28,3:09:00,37,4:27:00,33,4:16:00,33,6:06:00,25,7:37:00,36,5:38:00,20,2:43:00,25,8:40:00,40,7:26:00,34,5:59:00,58,8:30:00
,,,,,28,3:09:00,33,7:36:00,31,11:52:00,32,17:58:00,31,25:35:00,32,31:13:00,31,33:56:00,29,42:36:00,31,50:02:00,32,56:01:00,31,64:31:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
32,5th Mens Solo,"Michael Cade 
TC - Jeff Kellington 
TC - Lorena Pesantes",9927,9:00, ,11:51:00, ,15:57:00, ,20:01:00, ,1:19:00, ,9:55:00, ,15:39:00, ,18:26:00, ,4:08:00, ,13:35:00, ,21:00:00, ,5:08:00
,,,,,11,2:51:00,15,4:06:00,24,4:04:00,22,5:18:00,36,8:36:00,41,5:44:00,25,2:47:00,39,9:42:00,65,9:27:00,55,7:25:00,57,8:08:00
,,,,,11,2:51:00,11,6:57:00,19,11:01:00,20,16:19:00,26,24:55:00,29,30:39:00,27,33:26:00,32,43:08:00,34,52:35:00,34,60:00:00,32,68:08:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
33,6th Mens Solo,"Benjamin Duckett
TC - Constance Harris 
TC - Amy Harris",728,9:00, ,12:21:00, ,16:44:00, ,21:14:00, ,3:23:00, ,12:23:00, ,18:13:00, ,21:25:00, ,7:42:00, ,15:52:00, ,22:00:00, ,5:35:00
,,,,,38,3:21:00,34,4:23:00,37,4:30:00,35,6:09:00,43,9:00:00,44,5:50:00,39,3:12:00,45,10:17:00,48,8:10:00,37,6:08:00,49,7:35:00
,,,,,38,3:21:00,34,7:44:00,37,12:14:00,37,18:23:00,36,27:23:00,36,33:13:00,37,36:25:00,35,46:42:00,35,54:52:00,35,61:00:00,33,68:35:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2nd Standard,"David Lozano
Megan Yeager 
TC - Laura Jesse 
TC - Liz Cavazos",6,9:00, ,12:11:00, ,16:31:00, ,20:41:00, ,2:26:00, ,10:06:00, ,15:44:00, ,18:28:00, ,3:11:00, ,10:26:00, ,17:09:00, ,5:48:00
,,,,,29,3:11:00,30,4:20:00,30,4:10:00,27,5:45:00,26,7:40:00,37,5:38:00,22,2:44:00,26,8:43:00,37,7:15:00,46,6:43:00,70,12:39:00
,,,,,29,3:11:00,29,7:31:00,29,11:41:00,27,17:26:00,27,25:06:00,30,30:44:00,29,33:28:00,28,42:11:00,29,49:26:00,33,56:09:00,34,68:48:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
35,7th Mens Solo,"John Van Zandt 
TC - Marat Epshtein 
TC - Heather Epshtein",1969,9:00, ,12:01:00, ,16:18:00, ,20:25:00, ,3:08:00, ,12:05:00, ,18:13:00, ,21:25:00, ,7:45:00, ,15:54:00, ,22:00:00, ,5:56:00
,,,,,22,3:01:00,27,4:17:00,27,4:07:00,37,6:43:00,42,8:57:00,49,6:08:00,39,3:12:00,46,10:20:00,47,8:09:00,36,6:06:00,55,7:56:00
,,,,,22,3:01:00,24,7:18:00,26,11:25:00,36,18:08:00,35,27:05:00,37,33:13:00,37,36:25:00,36,46:45:00,36,54:54:00,36,61:00:00,35,68:56:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2nd Novice,"Rod Price
Tom Dyll 
TC - Ed Morris ",1219,9:00, ,12:31:00, ,17:05:00, ,22:08:00, ,6:07:00, ,13:52:00, ,19:22:00, ,22:38:00, ,10:49:00, ,17:56:00, ,3:20:00, ,8:32:00
,,,,,48,3:31:00,41,4:34:00,51,5:03:00,58,7:59:00,30,7:45:00,33,5:30:00,41,3:16:00,62,12:11:00,32,7:07:00,72,9:24:00,21,5:12:00
,,,,,48,3:31:00,45,8:05:00,47,13:08:00,47,21:07:00,41,28:52:00,41,34:22:00,40,37:38:00,41,49:49:00,42,56:56:00,39,66:20:00,36,71:32:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
37,8th Mens Solo,"Arthur Cayer 
TC - Pamela Cayer ",451,9:00, ,12:48:00, ,17:43:00, ,22:30:00, ,5:57:00, ,15:55:00, ,21:19:00, ,2:47:00, ,13:10:00, ,20:15:00, ,3:49:00, ,10:30:00
,1 Hr penalty for life jacket,,,,64,3:48:00,57,4:55:00,46,4:47:00,47,7:27:00,57,9:58:00,28,5:24:00,79,5:28:00,48,10:23:00,31,7:05:00,58,7:34:00,38,6:41:00
,,,,,64,3:48:00,60,8:43:00,52,13:30:00,46,20:57:00,48,30:55:00,46,36:19:00,47,41:47:00,48,52:10:00,44,59:15:00,42,66:49:00,37,73:30:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2nd USCA C1,"Pete Binion 
TC - John Maika",1978,9:00, ,12:26:00, ,16:59:00, ,21:30:00, ,4:44:00, ,13:40:00, ,19:04:00, ,22:39:00, ,10:47:00, ,17:56:00, ,0:15:00, ,10:54:00
,,,,,42,3:26:00,40,4:33:00,38,4:31:00,43,7:14:00,41,8:56:00,28,5:24:00,52,3:35:00,61,12:08:00,34,7:09:00,41,6:19:00,68,10:39:00
,,,,,42,3:26:00,41,7:59:00,40,12:30:00,40,19:44:00,39,28:40:00,39,34:04:00,41,37:39:00,40,49:47:00,41,56:56:00,38,63:15:00,38,73:54:00
