,Overall Place,Recognition,Team Members,Boat #,Class,Gender,Max Boat Len,Min Boat Width,Rudder,Double Blade,Masters,Adult Youth,Competitors,Team Captions,Competitor count,Class Place,Split Name,Split Time,year,str_split_time,Milage,Split Milage,Hours,str_hours,time_of_day,Split Speed,Finish time
10113,94,19th Unlimited,Mateo Garcia Olazabal; Phillip Hanson; Rhys Challicombe; TC Clementina Calvo; TC Gilberto Arpero,2016,Unlimited,Undefined,none,none,True,True,False,False,['Mateo Garcia Olazabal\nPhillip Hanson\nRhys Challicombe\n\n'],['Clementina Calvo\nTC Gilberto Arpero'],1,19,Palmetto,0 days 08:10:00,2024,8:10:0,61.24468029628051,20.61321755053808,0 days 18:01:00,18:1:0,Sat 17:10,2.5240674551679287,3 days 18:15:00
10114,95,11th Novice,Chris Wolff; Dane Wolff; TC Lacy Wolff; TC Jack Wolff,5755,Novice,Undefined,17.33,none,False,False,False,False,['Chris Wolff\nDane Wolff\n\n'],['Lacy Wolff\nTC Jack Wolff'],1,11,Palmetto,0 days 05:27:00,2024,5:27:0,61.24468029628051,20.61321755053808,0 days 14:30:00,14:30:0,Sat 14:27,3.7822417523923084,3 days 19:29:00
10115,96,20th Unlimited,Johnny  Garcia; Annika Garcia; Jeremiah Juan Gonzalez; Nathan Russell; Jeremiah Bretches; Matt Forsberg; TC S Nicole Garcia; TC Rebecca Barrilleaux,325,Unlimited,Undefined,none,none,True,True,False,False,['Johnny  Garcia\nAnnika Garcia\nJeremiah Juan Gonzalez\nNathan Russell\nJeremiah Bretches\nMatt Forsberg\n\n'],['S Nicole Garcia\nTC Rebecca Barrilleaux'],1,20,Palmetto,0 days 06:25:00,2024,6:25:0,61.24468029628051,20.61321755053808,0 days 16:10:00,16:10:0,Sat 15:25,3.2124494883955452,3 days 21:18:00
10116,97,15th Tandem Unlimited,Dylan Grant; Tristan Jackson; TC Charles Chain; TC Heather Leard,2316,Tandem Unlimited,Undefined,none,none,True,True,False,False,['Dylan Grant\nTristan Jackson\n\n'],['Charles Chain\nTC Heather Leard'],1,15,Palmetto,0 days 06:46:00,2024,6:46:0,61.24468029628051,20.61321755053808,0 days 16:40:00,16:40:0,Sat 15:46,3.046288307961293,3 days 21:19:00
10117,98,16th Tandem Unlimited,Mason Kleinecke; Eric Sullivan; TC Kiersten Kleinecke; TC Stephen Mayo,402,Tandem Unlimited,Undefined,none,none,True,True,False,False,['Mason Kleinecke\nEric Sullivan\n\n'],['Kiersten Kleinecke\nTC Stephen Mayo'],1,16,Palmetto,0 days 05:37:00,2024,5:37:0,61.24468029628051,20.61321755053808,0 days 15:19:00,15:19:0,Sat 14:37,3.670009059442982,3 days 21:25:00
10118,99,17th Tandem Unlimited,Bryan Moczygemba; Steven Stone; TC Keith Olenick; TC Nicholas Moczygemba,1099,Tandem Unlimited,Undefined,none,none,True,True,False,False,['Bryan Moczygemba\nSteven Stone\n\n'],['Keith Olenick\nTC Nicholas Moczygemba'],1,17,Palmetto,0 days 05:43:00,2024,5:43:0,61.24468029628051,20.61321755053808,0 days 15:22:00,15:22:0,Sat 14:43,3.6058106502398974,3 days 21:34:00
10119,100,10th USCA C-2,Stephen Beck - out at Palmetto; Andy Armendariz; TC Roman Manzano; TC Kendra Alaniz,4747,USCA C2,Undefined,18.5,27,False,False,False,False,['Stephen Beck - out at Palmetto\nAndy Armendariz\n\n'],['Roman Manzano\nTC Kendra Alaniz'],1,10,Palmetto,0 days 04:00:00,2024,4:0:0,61.24468029628051,20.61321755053808,0 days 11:44:00,11:44:0,Sat 13:0,5.15330438763452,3 days 22:20:00
10120,101,4th Mixed Tandem Unlimited,Tammy Gorman; Jason Gorman; TC Kellie Martini; TC Dave Martini,16,Tandem Unlimited,Undefined,none,none,True,True,False,False,['Tammy Gorman\nJason Gorman\n\n'],['Kellie Martini\nTC Dave Martini'],1,4,Palmetto,0 days 08:10:00,2024,8:10:0,61.24468029628051,20.61321755053808,0 days 17:55:00,17:55:0,Sat 17:10,2.5240674551679287,3 days 22:26:00
10121,102,5th Mixed Tandem Unlimited,Kyle LaRochelle; Jennifer LARochelle; TC Karri Reich,2006,Tandem Unlimited,Undefined,none,none,True,True,False,False,['Kyle LaRochelle\nJennifer LARochelle\n\n'],['Karri Reich'],1,5,Palmetto,0 days 06:57:00,2024,6:57:0,61.24468029628051,20.61321755053808,0 days 16:41:00,16:41:0,Sat 15:57,2.9659305828112346,3 days 22:26:00
10122,103,18th Tandem Unlimited,Alexander Canizaro; William Brown; TC Benjamin Sutin; TC Georgia Picciandra,9999,Tandem Unlimited,Undefined,none,none,True,True,False,False,['Alexander Canizaro\nWilliam Brown\n\n'],['Benjamin Sutin\nTC Georgia Picciandra'],1,18,Palmetto,0 days 06:24:00,2024,6:24:0,61.24468029628051,20.61321755053808,0 days 16:41:00,16:41:0,Sat 15:24,3.2208152422715752,3 days 22:48:00
10123,104,12th Novice,Von Dreier; Ryan Pantaleano; TC Mike Panteleano; TC Amy Dreier,2112,Novice,Undefined,17.33,none,False,False,False,False,['Von Dreier\nRyan Pantaleano\n\n'],['Mike Panteleano\nTC Amy Dreier'],1,12,Palmetto,0 days 06:05:00,2024,6:5:0,61.24468029628051,20.61321755053808,0 days 15:59:00,15:59:0,Sat 15:5,3.388474117896671,3 days 23:14:00
10124,105,21st Unlimited,Tim League; Ted Held; Luke Dryer; Ben Siewert; TC Karrie League; TC Sewah Archer,665,Unlimited,Undefined,none,none,True,True,False,False,['Tim League\nTed Held\nLuke Dryer\nBen Siewert\n\n'],['Karrie League\nTC Sewah Archer'],1,21,Palmetto,0 days 05:02:00,2024,5:2:0,61.24468029628051,20.61321755053808,0 days 13:55:00,13:55:0,Sat 14:2,4.0953412352062415,4 days 00:16:00
10125,106,5th Solo Unlimited Woman,Veronica Sosa; TC Rachele Powell,1670,Women's Solo Unlimited,Female,none,none,True,True,False,False,['Veronica Sosa\n\n'],['Rachele Powell'],1,5,Palmetto,0 days 06:04:00,2024,6:4:0,61.24468029628051,20.61321755053808,0 days 16:29:00,16:29:0,Sat 15:4,3.3977831127260574,4 days 01:13:00
10126,DNF,Novice,Forrest Fauth; Bret Biggart - out at SWB; TC Mark Mariano; TC Ace Mariano,133,Novice,Undefined,17.33,none,False,False,False,False,['Forrest Fauth\nBret Biggart - out at SWB\n\n'],['Mark Mariano\nTC Ace Mariano'],1,,Palmetto,0 days 04:35:00,2024,4:35:0,61.24468029628051,20.61321755053808,0 days 12:58:00,12:58:0,Sat 13:35,4.497429283753764,3 days 07:49:00
10127,DNF,Unlimited,Olivia Palomares; Aaron Fides; Edgar Quintana; TC Joseph Kouba; TC Erika Palomares,6666,Unlimited,Undefined,none,none,True,True,False,False,['Olivia Palomares\nAaron Fides\nEdgar Quintana\n\n'],['Joseph Kouba\nTC Erika Palomares'],1,,Palmetto,0 days 05:18:00,2024,5:18:0,61.24468029628051,20.61321755053808,0 days 14:03:00,14:3:0,Sat 14:18,3.8892863302902043,3 days 03:48:00
10128,DNF,USCA C-2,Alan Lindsey; Felicia Ziegler; TC Jeff Davis; TC Dennis Lindsey,138,USCA C2,Undefined,18.5,27,False,False,False,False,['Alan Lindsey\nFelicia Ziegler\n\n'],['Jeff Davis\nTC Dennis Lindsey'],1,,Palmetto,0 days 04:07:00,2024,4:7:0,61.24468029628051,20.61321755053808,0 days 11:59:00,11:59:0,Sat 13:7,5.007259324017348,1 days 22:53:00
10129,DNF,Novice,Timothy Clark; John Ruiz; TC Rebecca Clark; TC Beth Murguia,52,Novice,Undefined,17.33,none,False,False,False,False,['Timothy Clark\nJohn Ruiz\n\n'],['Rebecca Clark\nTC Beth Murguia'],1,,Palmetto,0 days 09:30:00,2024,9:30:0,61.24468029628051,20.61321755053808,0 days 19:24:00,19:24:0,Sat 18:30,2.1698123737408506,2 days 07:56:00
10130,DNF,Solo Unlimited Man,Daniel Baumbach; TC Rob Tatrow; TC Gary Robinson,71,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Daniel Baumbach\n\n'],['Rob Tatrow\nTC Gary Robinson'],1,,Palmetto,0 days 03:48:00,2024,3:48:0,61.24468029628051,20.61321755053808,0 days 10:32:00,10:32:0,Sat 12:48,5.424530934352127,1 days 08:16:00
10131,DNF,USCA C-1 Man,Pete Binion; TC Pauline Tice; TC Becky Binion,326,Men's USCA C1,Male,18.5,32,False,False,False,False,['Pete Binion\n\n'],['Pauline Tice\nTC Becky Binion'],1,,Palmetto,0 days 05:40:00,2024,5:40:0,61.24468029628051,20.61321755053808,0 days 15:21:00,15:21:0,Sat 14:40,3.6376266265655435,2 days 07:00:00
10132,DNF,Novice,Reid Skinner; Preston Perkins; TC Luisa Romero; TC Hope McFarlin,409,Novice,Undefined,17.33,none,False,False,False,False,['Reid Skinner\nPreston Perkins\n\n'],['Luisa Romero\nTC Hope McFarlin'],1,,Palmetto,0 days 06:12:00,2024,6:12:0,61.24468029628051,20.61321755053808,0 days 16:06:00,16:6:0,Sat 15:12,3.324712508151303,2 days 05:17:00
10133,DNF,Solo Unlimited Man,Jason Cade; TC Jeff Kellington,470,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Jason Cade\n\n'],['Jeff Kellington'],1,,Palmetto,0 days 03:41:00,2024,3:41:0,61.24468029628051,20.61321755053808,0 days 10:23:00,10:23:0,Sat 12:41,5.596348656254683,1 days 05:34:00
10134,DNF,Tandem Unlimited Women,Dusty Kahl; Kristin Gonzalez; TC Craig Dilley; TC Cindy Kahl,666,Women's Tandem Unlimited,Female,none,none,True,True,False,False,['Dusty Kahl\nKristin Gonzalez\n\n'],['Craig Dilley\nTC Cindy Kahl'],1,,Palmetto,0 days 05:45:00,2024,5:45:0,61.24468029628051,20.61321755053808,0 days 16:27:00,16:27:0,Sat 14:45,3.5849074000935794,2 days 05:23:00
10135,DNF,Tandem Unlimited,Wayne Thorp; Wes Wyatt; TC Stephanie Wyatt; TC Jennifer Thorp,705,Tandem Unlimited,Undefined,none,none,True,True,False,False,['Wayne Thorp\nWes Wyatt\n\n'],['Stephanie Wyatt\nTC Jennifer Thorp'],1,,Palmetto,0 days 03:40:00,2024,3:40:0,61.24468029628051,20.61321755053808,0 days 10:33:00,10:33:0,Sat 12:40,5.621786604692204,1 days 07:13:00
10136,DNF,Mixed Tandem Unlimited,Chad Monney; Kandace Monney; TC Lynn Monney; TC Gamble Monney,5413,Tandem Unlimited,Undefined,none,none,True,True,False,False,['Chad Monney\nKandace Monney\n\n'],['Lynn Monney\nTC Gamble Monney'],1,,Palmetto,0 days 05:38:00,2024,5:38:0,61.24468029628051,20.61321755053808,0 days 17:28:00,17:28:0,Sat 14:38,3.6591510444742155,2 days 07:02:00
10137,DNF,Mixed Tandem Unlimited,Phil Gumbert; Mary Jo Gumbert; TC Theresa Connelly; TC Stephen Smiley,233,Tandem Unlimited,Undefined,none,none,True,True,False,False,['Phil Gumbert\nMary Jo Gumbert\n\n'],['Theresa Connelly\nTC Stephen Smiley'],1,,Palmetto,0 days 04:15:00,2024,4:15:0,61.24468029628051,20.61321755053808,0 days 12:05:00,12:5:0,Sat 13:15,4.850168835420725,1 days 10:38:00
10138,DNF,Novice,Blake Denison; Kyle Miller - out at Cheapside; TC Rick Denison,420,Novice,Undefined,17.33,none,False,False,False,False,['Blake Denison\nKyle Miller - out at Cheapside\n\n'],['Rick Denison'],1,,Palmetto,0 days 09:53:00,2024,9:53:0,61.24468029628051,20.61321755053808,0 days 20:36:00,20:36:0,Sat 18:53,2.0856543895991315,2 days 01:36:00
10139,DNF,Solo Unlimited Man,Li-Yuan Chea; TC Alexandre Leonard; TC Katrina Chea,561,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Li-Yuan Chea\n\n'],['Alexandre Leonard\nTC Katrina Chea'],1,,Palmetto,0 days 05:52:00,2024,5:52:0,61.24468029628051,20.61321755053808,0 days 15:17:00,15:17:0,Sat 14:52,3.513616627932628,1 days 18:45:00
10140,DNF,Novice,Cutter Cornett; Nathanael Tillman Lynch; TC Caitlin Cameron; TC Jordan Lynch,1836,Novice,Undefined,17.33,none,False,False,False,False,['Cutter Cornett\nNathanael Tillman Lynch\n\n'],['Caitlin Cameron\nTC Jordan Lynch'],1,,Palmetto,0 days 08:37:00,2024,8:37:0,61.24468029628051,20.61321755053808,0 days 19:27:00,19:27:0,Sat 17:37,2.392249619017959,2 days 01:34:00
10141,DNF,Standard,Dan Graves; Cristian Mandella; TC Lauren Graves,7,Standard,Undefined,18,32.4,False,False,False,False,['Dan Graves\nCristian Mandella\n\n'],['Lauren Graves'],1,,Palmetto,0 days 08:55:00,2024,8:55:0,61.24468029628051,20.61321755053808,0 days 19:01:00,19:1:0,Sat 17:55,2.311762715948196,1 days 15:24:00
10142,DNF,Mixed Tandem Unlimited,Myla Weber; Jim Weber; TC Sandy Pierson; TC Betsy Pierson,36,Tandem Unlimited,Undefined,none,none,True,True,False,False,['Myla Weber\nJim Weber\n\n'],['Sandy Pierson\nTC Betsy Pierson'],1,,Palmetto,0 days 03:59:00,2024,3:59:0,61.24468029628051,20.61321755053808,0 days 11:39:00,11:39:0,Sat 12:59,5.174866330679016,1 days 02:45:00
10143,DNF,Solo Unlimited Man,Matt Bonura; TC Christi Bonura; TC David Froelien,224,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Matt Bonura\n\n'],['Christi Bonura\nTC David Froelien'],1,,Palmetto,0 days 06:48:00,2024,6:48:0,61.24468029628051,20.61321755053808,0 days 16:13:00,16:13:0,Sat 15:48,3.0313555221379533,1 days 15:22:00
10144,DNF,Novice,Kyle Thompson; Jay Osborne; TC Kristen Thompson; TC Kaitlyn Osborne,417,Novice,Undefined,17.33,none,False,False,False,False,['Kyle Thompson\nJay Osborne\n\n'],['Kristen Thompson\nTC Kaitlyn Osborne'],1,,Palmetto,0 days 09:26:00,2024,9:26:0,61.24468029628051,20.61321755053808,0 days 20:04:00,20:4:0,Sat 18:26,2.185146736806157,1 days 18:26:00
10145,DNF,Unlimited,John Rubio; Matt Beahm; Joel Duncan; TC Tracy Duncan; TC Bob Loblaw,1234,Unlimited,Undefined,none,none,True,True,False,False,['John Rubio\nMatt Beahm\nJoel Duncan\n\n'],['Tracy Duncan\nTC Bob Loblaw'],1,,Palmetto,0 days 08:34:00,2024,8:34:0,61.24468029628051,20.61321755053808,0 days 19:22:00,19:22:0,Sat 17:34,2.406212165432461,1 days 18:33:00
10146,DNF,Novice,Chris LaRochelle; Brad LaRochelle; TC Hayden LaRochelle; TC Katie Hollyfield,1377,Novice,Undefined,17.33,none,False,False,False,False,['Chris LaRochelle\nBrad LaRochelle\n\n'],['Hayden LaRochelle\nTC Katie Hollyfield'],1,,Palmetto,0 days 04:58:00,2024,4:58:0,61.24468029628051,20.61321755053808,0 days 14:18:00,14:18:0,Sat 13:58,4.1503122584976,1 days 07:06:00
10147,DNF,Solo Unlimited Man,Meredith Cullen; TC Jimmy Woytaczyk; TC Katie Z,1929,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Meredith Cullen\n\n'],['Jimmy Woytaczyk\nTC Katie Z'],1,,Palmetto,0 days 08:36:00,2024,8:36:0,61.24468029628051,20.61321755053808,0 days 20:10:00,20:10:0,Sat 17:36,2.396885761690475,1 days 19:32:00
10148,DNF,Tandem Unlimited,Harry Kuper; James Lowe; TC Avery Canter; TC Megan Lowe,3636,Tandem Unlimited,Undefined,none,none,True,True,False,False,['Harry Kuper\nJames Lowe\n\n'],['Avery Canter\nTC Megan Lowe'],1,,Palmetto,0 days 03:55:00,2024,3:55:0,61.24468029628051,20.61321755053808,0 days 11:18:00,11:18:0,Sat 12:55,5.262949161839511,1 days 00:04:00
10149,DNF,Novice,Ardie Hodges; Zane Mauldin; TC Rob Witherington,5511,Novice,Undefined,17.33,none,False,False,False,False,['Ardie Hodges\nZane Mauldin\n\n'],['Rob Witherington'],1,,Palmetto,0 days 06:23:00,2024,6:23:0,61.24468029628051,20.61321755053808,0 days 16:46:00,16:46:0,Sat 15:23,3.2292246815464356,1 days 17:54:00
10150,DNF,Novice,Keith Poland; Chris Underwood; TC Ashley Poland; TC Tyler Copeland,6969,Novice,Undefined,17.33,none,False,False,False,False,['Keith Poland\nChris Underwood\n\n'],['Ashley Poland\nTC Tyler Copeland'],1,,Palmetto,0 days 07:02:00,2024,7:2:0,61.24468029628051,20.61321755053808,0 days 17:49:00,17:49:0,Sat 16:2,2.930789225194988,1 days 16:45:00
10151,DNF,Novice,Kylan Lewis; Jonathon West; TC Megan Lewis; TC Desiree Allen,64,Novice,Undefined,17.33,none,False,False,False,False,['Kylan Lewis\nJonathon West\n\n'],['Megan Lewis\nTC Desiree Allen'],1,,Palmetto,0 days 07:38:00,2024,7:38:0,61.24468029628051,20.61321755053808,0 days 19:13:00,19:13:0,Sat 16:38,2.7004215131709275,1 days 02:50:00
10152,DNF,Solo Unlimited Man,Pat Stroka; TC Mark Taylor,78,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Pat Stroka\n\n'],['Mark Taylor'],1,,Palmetto,0 days 11:02:00,2024,11:2:0,61.24468029628051,20.61321755053808,0 days 20:57:00,20:57:0,Sat 20:2,1.8682674517104,1 days 03:55:00
10153,DNF,Unlimited,Grant Clark; Colby Pearson; Sean Dougherty; TC Michael Clark,1204,Unlimited,Undefined,none,none,True,True,False,False,['Grant Clark\nColby Pearson\nSean Dougherty\n\n'],['Michael Clark'],1,,Palmetto,0 days 09:09:00,2024,9:9:0,61.24468029628051,20.61321755053808,0 days 19:59:00,19:59:0,Sat 18:9,2.2528106612609924,1 days 03:15:00
10154,DNF,USCA C-1 Man,Anthony Krenz; TC Molly Krenz; TC Anna Krenz,1290,Men's USCA C1,Male,18.5,32,False,False,False,False,['Anthony Krenz\n\n'],['Molly Krenz\nTC Anna Krenz'],1,,Palmetto,0 days 05:41:00,2024,5:41:0,61.24468029628051,20.61321755053808,0 days 15:45:00,15:45:0,Sat 14:41,3.6269590998014216,0 days 23:36:00
10155,DNF,Novice,Larry Davis; Connor Davis; TC Quent Davis; TC Preston Davis,1722,Novice,Undefined,17.33,none,False,False,False,False,['Larry Davis\nConnor Davis\n\n'],['Quent Davis\nTC Preston Davis'],1,,Palmetto,0 days 10:04:00,2024,10:4:0,61.24468029628051,20.61321755053808,0 days 20:56:00,20:56:0,Sat 19:4,2.0476706176031207,1 days 04:37:00
10156,DNF,Novice,William Kunkel; Eduardo Ramirez Jr; TC Jeff Kunkel; TC Jill Kunkel,2073,Novice,Undefined,17.33,none,False,False,False,False,['William Kunkel\nEduardo Ramirez Jr\n\n'],['Jeff Kunkel\nTC Jill Kunkel'],1,,Palmetto,0 days 08:02:00,2024,8:2:0,61.24468029628051,20.61321755053808,0 days 19:34:00,19:34:0,Sat 17:2,2.5659606909383506,1 days 03:33:00
10157,DNF,Tandem Unlimited,Dan Gideon; Scott Craig; TC Tiffany Marconi; TC Kristine Hood,2468,Tandem Unlimited,Undefined,none,none,True,True,False,False,['Dan Gideon\nScott Craig\n\n'],['Tiffany Marconi\nTC Kristine Hood'],1,,Palmetto,0 days 06:23:00,2024,6:23:0,61.24468029628051,20.61321755053808,0 days 16:22:00,16:22:0,Sat 15:23,3.2292246815464356,1 days 01:24:00
10158,DNF,Novice,Grant Hudspeth; Landon Ferguson; TC Joy Hayes; TC Joe Hayes,3159,Novice,Undefined,17.33,none,False,False,False,False,['Grant Hudspeth\nLandon Ferguson\n\n'],['Joy Hayes\nTC Joe Hayes'],1,,Palmetto,0 days 06:41:00,2024,6:41:0,61.24468029628051,20.61321755053808,0 days 17:18:00,17:18:0,Sat 15:41,3.084271952698965,0 days 23:43:00
10159,DNF,USCA C-2,Michael Carr; Edward Carr; TC Cash Kartaltepe; TC Yvonne Carr,5150,USCA C2,Undefined,18.5,27,False,False,False,False,['Michael Carr\nEdward Carr\n\n'],['Cash Kartaltepe\nTC Yvonne Carr'],1,,Palmetto,0 days 07:07:00,2024,7:7:0,61.24468029628051,20.61321755053808,0 days 17:30:00,17:30:0,Sat 16:7,2.896470850192705,1 days 01:28:00
10160,DNF,Novice,Lawson Lamme; JK Ault; TC Cam Orear; TC David Koenig,7770,Novice,Undefined,17.33,none,False,False,False,False,['Lawson Lamme\nJK Ault\n\n'],['Cam Orear\nTC David Koenig'],1,,Palmetto,0 days 05:44:00,2024,5:44:0,61.24468029628051,20.61321755053808,0 days 15:15:00,15:15:0,Sat 14:44,3.595328642535712,0 days 21:16:00
10161,DNF,Unlimited,Brandon Martinez; Robert Marchan; James Morris; TC Nick McMillan; TC Rhonda Martinez,18,Unlimited,Undefined,none,none,True,True,False,False,['Brandon Martinez\nRobert Marchan\nJames Morris\n\n'],['Nick McMillan\nTC Rhonda Martinez'],1,,Palmetto,0 days 10:11:00,2024,10:11:0,61.24468029628051,20.61321755053808,0 days 20:51:00,20:51:0,Sat 19:11,2.024211216092119,0 days 20:51:00
10162,DNF,Solo Unlimited Man,James Sutherland; TC Sophia Sutherland; TC Ryan Rager-Aguiar,23,Men's Solo Unlimited,Male,none,none,True,True,False,False,['James Sutherland\n\n'],['Sophia Sutherland\nTC Ryan Rager-Aguiar'],1,,Palmetto,0 days 03:55:00,2024,3:55:0,61.24468029628051,20.61321755053808,0 days 10:53:00,10:53:0,Sat 12:55,5.262949161839511,0 days 10:53:00
10163,DNF,Novice,Tristan  Summy; Waldo Morrison - out at Fentress; TC Natalie Wolff; TC Karen Summy,229,Novice,Undefined,17.33,none,False,False,False,False,['Tristan  Summy\nWaldo Morrison - out at Fentress\n\n'],['Natalie Wolff\nTC Karen Summy'],1,,Palmetto,0 days 07:45:00,2024,7:45:0,61.24468029628051,20.61321755053808,0 days 19:21:00,19:21:0,Sat 16:45,2.659770006521043,0 days 19:21:00
10164,DNF,Novice,Nathan Sany; Jason Best; TC Katie Brannen; TC Charles Collins,344,Novice,Undefined,17.33,none,False,False,False,False,['Nathan Sany\nJason Best\n\n'],['Katie Brannen\nTC Charles Collins'],1,,Palmetto,0 days 06:22:00,2024,6:22:0,61.24468029628051,20.61321755053808,0 days 16:25:00,16:25:0,Sat 15:22,3.2376781492991755,0 days 16:25:00
10165,DNF,Mixed Tandem Unlimited,Nicole Ellis; Kevin Ellis; TC Spencer Williams; TC Nathan Schulze,1814,Tandem Unlimited,Undefined,none,none,True,True,False,False,['Nicole Ellis\nKevin Ellis\n\n'],['Spencer Williams\nTC Nathan Schulze'],1,,Palmetto,0 days 08:06:00,2024,8:6:0,61.24468029628051,20.61321755053808,0 days 19:02:00,19:2:0,Sat 17:6,2.544841672905936,0 days 19:02:00
10166,DNF,USCA C-2,Sontian Morrell-Stinson; Andy Arreola ; TC Alex Gary,3447,USCA C2,Undefined,18.5,27,False,False,False,False,['Sontian Morrell-Stinson\nAndy Arreola \n\n'],['Alex Gary'],1,,Palmetto,0 days 06:19:00,2024,6:19:0,61.24468029628051,20.61321755053808,0 days 17:02:00,17:2:0,Sat 15:19,3.2633062085284563,0 days 17:02:00
10167,DNF,Novice Women,Staci Maloney; Myrna Lewis; TC Kate Catlow,3696,Women's Novice,Female,17.33,none,False,False,False,False,['Staci Maloney\nMyrna Lewis\n\n'],['Kate Catlow'],1,,Palmetto,0 days 09:30:00,2024,9:30:0,61.24468029628051,20.61321755053808,0 days 20:40:00,20:40:0,Sat 18:30,2.1698123737408506,0 days 20:40:00
10168,DNF,Novice,Bradley Welter; Blake Newman; TC Joel Smith; TC Sam George,6734,Novice,Undefined,17.33,none,False,False,False,False,['Bradley Welter\nBlake Newman\n\n'],['Joel Smith\nTC Sam George'],1,,Palmetto,0 days 09:00:00,2024,9:0:0,61.24468029628051,20.61321755053808,0 days 19:57:00,19:57:0,Sat 18:0,2.2903575056153422,0 days 19:57:00
10169,DNF,Novice,Martin Dawe; John Durkop; TC Morris Moore; TC Sandra Dawe,42,Novice,Undefined,17.33,none,False,False,False,False,['Martin Dawe\nJohn Durkop\n\n'],['Morris Moore\nTC Sandra Dawe'],1,,Palmetto,,2024,nan:nan:nan,61.24468029628051,20.61321755053808,,nan:nan:nan,None nan:nan,,0 days 10:33:00
10170,DNF,Solo Unlimited Man,Justin McKinney; TC Ryan Roth,999,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Justin McKinney\n\n'],['Ryan Roth'],1,,Palmetto,,2024,nan:nan:nan,61.24468029628051,20.61321755053808,,nan:nan:nan,None nan:nan,,0 days 09:31:00
10171,DNF,Novice,Peter Andrews; TJ Fleming; TC Richard Andrews; TC Bo Alomes,1001,Novice,Undefined,17.33,none,False,False,False,False,['Peter Andrews\nTJ Fleming\n\n'],['Richard Andrews\nTC Bo Alomes'],1,,Palmetto,,2024,nan:nan:nan,61.24468029628051,20.61321755053808,,nan:nan:nan,None nan:nan,,0 days 10:16:00
10172,DNF,Tandem Unlimited,Ryan Willis; Garrett Schmidt; TC Robi Willis; TC Sean Willis,1776,Tandem Unlimited,Undefined,none,none,True,True,False,False,['Ryan Willis\nGarrett Schmidt\n\n'],['Robi Willis\nTC Sean Willis'],1,,Palmetto,,2024,nan:nan:nan,61.24468029628051,20.61321755053808,,nan:nan:nan,None nan:nan,,0 days 09:46:00
10173,DNF,Novice,Micah Harris; Miles Maynor; TC Micah Killiam; TC Morgan Maynor,3040,Novice,Undefined,17.33,none,False,False,False,False,['Micah Harris\nMiles Maynor\n\n'],['Micah Killiam\nTC Morgan Maynor'],1,,Palmetto,,2024,nan:nan:nan,61.24468029628051,20.61321755053808,,nan:nan:nan,None nan:nan,,0 days 15:00:00
10174,DNF,Novice Women,Makayla Barnett; Kristy Cothran; TC Robert Barnett; TC Antonio Ramirez,69,Women's Novice,Female,17.33,none,False,False,False,False,['Makayla Barnett\nKristy Cothran\n\n'],['Robert Barnett\nTC Antonio Ramirez'],1,,Palmetto,,2024,nan:nan:nan,61.24468029628051,20.61321755053808,,nan:nan:nan,None nan:nan,,0 days 05:06:00
10175,DNF,Novice,Pete Garcia; Nicholas Shawn Barkdull; TC Ramona Garcia; TC Brenda Lewallen,6670,Novice,Undefined,17.33,none,False,False,False,False,['Pete Garcia\nNicholas Shawn Barkdull\n\n'],['Ramona Garcia\nTC Brenda Lewallen'],1,,Palmetto,,2024,nan:nan:nan,61.24468029628051,20.61321755053808,,nan:nan:nan,None nan:nan,,0 days 04:36:00
10176,DNF,Solo Unlimited Man,Travis Brown; TC David Froehlich,8080,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Travis Brown\n\n'],['David Froehlich'],1,,Palmetto,,2024,nan:nan:nan,61.24468029628051,20.61321755053808,,nan:nan:nan,None nan:nan,,0 days 05:11:00
10177,DNF,Solo Unlimited Man,Larkin Hood; TC Kristine Hood,5559,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Larkin Hood\n\n'],['Kristine Hood'],1,,Palmetto,,2024,nan:nan:nan,61.24468029628051,20.61321755053808,,nan:nan:nan,None nan:nan,,
10178,DNF,Novice,Will Birdsong; Clint Walker; TC Jim Birdsong; TC Rhonda Walker,9517,Novice,Undefined,17.33,none,False,False,False,False,['Will Birdsong\nClint Walker\n\n'],['Jim Birdsong\nTC Rhonda Walker'],1,,Palmetto,,2024,nan:nan:nan,61.24468029628051,20.61321755053808,,nan:nan:nan,None nan:nan,,
10179,1,1st Unlimited,Kyle Mynar; Normand Mainguy - out at Victoria; Chris Issendorf; Steve Lajoie; TC  Logan Mynar; TC Gaston Jones,124,Unlimited,Undefined,none,none,True,True,False,False,['Kyle Mynar\nNormand Mainguy - out at Victoria\nChris Issendorf\nSteve Lajoie\n\n'],[' Logan Mynar\nTC Gaston Jones'],1,1,Gonzales,0 days 03:32:00,2024,3:32:0,86.96612639248289,25.721446096202385,0 days 12:10:00,12:10:0,Sat 12:32,7.279654555528977,1 days 18:05:00
