,Overall Place,Recognition,Team Members,Boat #,Class,Gender,Max Boat Len,Min Boat Width,Rudder,Double Blade,Masters,Adult Youth,Competitors,Team Captions,Competitor count,Class Place,Split Name,Split Time,year,str_split_time,Milage,Split Milage,Hours,str_hours,time_of_day,Split Speed,Finish time
5307,67,7th Aluminum,Timothy Odom; Seth Hensarling; TC Kristi Odom; TC Melissa Blankenship,99,Aluminum,Undefined,17.33,none,False,False,False,False,['Timothy Odom\nSeth Hensarling\n'],['Kristi Odom\nTC Melissa Blankenship'],1,7,Palmetto,0 days 05:43:00,2021,5:43:0,61.24468029628051,20.61321755053808,0 days 14:33:00,14:33:0,Sat 14:43,3.6058106502398974,3 days 01:40:00
5308,68,6th USCA C-2,Richard Wessels; David Deal; TC Roxanne Gebhardt; TC Donna Davenport,8183,USCA C2,Undefined,18.5,27,False,False,False,False,['Richard Wessels\nDavid Deal\n'],['Roxanne Gebhardt\nTC Donna Davenport'],1,6,Palmetto,0 days 04:40:00,2021,4:40:0,61.24468029628051,20.61321755053808,0 days 13:15:00,13:15:0,Sat 13:40,4.417118046543874,3 days 01:43:00
5309,69,10th Novice,Micah Wheeler; Tony Krenz; TC Molly Krenz; TC Ryan Gomer Gross,98,Novice,Undefined,17.33,none,False,False,False,False,['Micah Wheeler\nTony Krenz\n'],['Molly Krenz\nTC Ryan Gomer Gross'],1,10,Palmetto,0 days 05:02:00,2021,5:2:0,61.24468029628051,20.61321755053808,0 days 14:09:00,14:9:0,Sat 14:2,4.0953412352062415,3 days 02:21:00
5310,70,4th Solo Unlimited Man,Chuck Scheidt; TX Carl Scheidt; TC Buddy Carpenter,1000,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Chuck Scheidt\nTX Carl Scheidt\n'],['Buddy Carpenter'],1,4,Palmetto,0 days 04:52:00,2021,4:52:0,61.24468029628051,20.61321755053808,0 days 13:00:00,13:0:0,Sat 13:52,4.235592647370839,3 days 02:50:00
5311,71,5th Solo Unlimited Man,Alex Taylor; TC Dana Gerber; TC Mandy Bunting,1714,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Alex Taylor\n'],['Dana Gerber\nTC Mandy Bunting'],1,5,Palmetto,0 days 04:12:00,2021,4:12:0,61.24468029628051,20.61321755053808,0 days 12:22:00,12:22:0,Sat 13:12,4.907908940604305,3 days 02:57:00
5312,72,11th Novice,Nick Fortenberry; Chuck Emerson; TC AJ Smith; TC Cody Campbell,1986,Novice,Undefined,17.33,none,False,False,False,False,['Nick Fortenberry\nChuck Emerson\n'],['AJ Smith\nTC Cody Campbell'],1,11,Palmetto,0 days 04:48:00,2021,4:48:0,61.24468029628051,20.61321755053808,0 days 13:33:00,13:33:0,Sat 13:48,4.294420323028767,3 days 03:06:00
5313,73,12th Novice,Morgan O'Hanlon; Karyn Remsing; TC Kellan DiDonato; TC Cole Vallow,420,Novice,Undefined,17.33,none,False,False,False,False,"[""Morgan O'Hanlon\nKaryn Remsing\n""]",['Kellan DiDonato\nTC Cole Vallow'],1,12,Palmetto,0 days 04:49:00,2021,4:49:0,61.24468029628051,20.61321755053808,0 days 13:09:00,13:9:0,Sat 13:49,4.279560737135934,3 days 03:10:00
5314,74,18th Unlimited,"Patrick Schreiber; Matt ""Stumpy"" Schreiber; Dan Schreiber; Sean Hoff; TC Dana Schreiber; TC Paulette Schreiber",5603,Unlimited,Undefined,none,none,True,True,False,False,"['Patrick Schreiber\nMatt ""Stumpy"" Schreiber\nDan Schreiber\nSean Hoff\n']",['Dana Schreiber\nTC Paulette Schreiber'],1,18,Palmetto,0 days 06:30:00,2021,6:30:0,61.24468029628051,20.61321755053808,0 days 15:55:00,15:55:0,Sat 15:30,3.17126423854432,3 days 03:21:00
5315,75,19th Unlimited,Kip Jacobson; Nate Jacobson; Joseph Jacobson; TC Charity Jacobson; TC Lisa Jacobson,1836,Unlimited,Undefined,none,none,True,True,False,False,['Kip Jacobson\nNate Jacobson\nJoseph Jacobson\n'],['Charity Jacobson\nTC Lisa Jacobson'],1,19,Palmetto,0 days 05:16:00,2021,5:16:0,61.24468029628051,20.61321755053808,0 days 14:19:00,14:19:0,Sat 14:16,3.9139020665578634,3 days 03:35:00
5316,76,13th Novice,Bruce Beall; Lee Lichlyter; TC Jennifer Beall; TC Roxanne Lichlyter,6,Novice,Undefined,17.33,none,False,False,False,False,['Bruce Beall\nLee Lichlyter\n'],['Jennifer Beall\nTC Roxanne Lichlyter'],1,13,Palmetto,0 days 04:34:00,2021,4:34:0,61.24468029628051,20.61321755053808,0 days 12:57:00,12:57:0,Sat 13:34,4.5138432592419155,3 days 03:41:00
5317,77,8th Aluminum,Luke Parker; Leland Parker Out at Gonzales; TC Lauren Parker; TC Marvin Parker,5555,Aluminum,Undefined,17.33,none,False,False,False,False,['Luke Parker\nLeland Parker Out at Gonzales\n'],['Lauren Parker\nTC Marvin Parker'],1,8,Palmetto,0 days 04:00:00,2021,4:0:0,61.24468029628051,20.61321755053808,0 days 11:40:00,11:40:0,Sat 13:0,5.15330438763452,3 days 03:49:00
5318,78,14th Novice,Walter Golden; Brad Mynatt; TC Ron Popp; TC Collin Rowles,8981,Novice,Undefined,17.33,none,False,False,False,False,['Walter Golden\nBrad Mynatt\n'],['Ron Popp\nTC Collin Rowles'],1,14,Palmetto,0 days 04:58:00,2021,4:58:0,61.24468029628051,20.61321755053808,0 days 13:47:00,13:47:0,Sat 13:58,4.1503122584976,3 days 03:56:00
5319,79,15th Novice,Claybourne Ross; Travis Salinas; TC Cherylnn Dry; TC Allen Dry,2717,Novice,Undefined,17.33,none,False,False,False,False,['Claybourne Ross\nTravis Salinas\n'],['Cherylnn Dry\nTC Allen Dry'],1,15,Palmetto,0 days 05:03:00,2021,5:3:0,61.24468029628051,20.61321755053808,0 days 14:01:00,14:1:0,Sat 14:3,4.0818252575322935,3 days 05:33:00
5320,80,16th Novice,Chad Davis; Sammy Monge; TC Alison Smith; TC Mark Smith,817,Novice,Undefined,17.33,none,False,False,False,False,['Chad Davis\nSammy Monge\n'],['Alison Smith\nTC Mark Smith'],1,16,Palmetto,0 days 05:31:00,2021,5:31:0,61.24468029628051,20.61321755053808,0 days 14:25:00,14:25:0,Sat 14:31,3.7365349034208,3 days 05:40:00
5321,81,6th Solo Unlimited Man,Mark Wheeler; TC Steve Smith; TC Steve Goates,1969,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Mark Wheeler\n'],['Steve Smith\nTC Steve Goates'],1,6,Palmetto,0 days 04:45:00,2021,4:45:0,61.24468029628051,20.61321755053808,0 days 13:59:00,13:59:0,Sat 13:45,4.339624747481701,3 days 06:44:00
5322,82,7th USCA C-2,Tom Spillman; Jonathon Spillman; TC Joseph Spillman; TC James Rasco,2112,USCA C2,Undefined,18.5,27,False,False,False,False,['Tom Spillman\nJonathon Spillman\n'],['Joseph Spillman\nTC James Rasco'],1,7,Palmetto,0 days 06:32:00,2021,6:32:0,61.24468029628051,20.61321755053808,0 days 16:28:00,16:28:0,Sat 15:32,3.1550843189599105,3 days 06:56:00
5323,83,17th Novice,Ryan McNair; Amy Stansbury; TC Guy Tracy; TC Ashraf ElSharif,47,Novice,Undefined,17.33,none,False,False,False,False,['Ryan McNair\nAmy Stansbury\n'],['Guy Tracy\nTC Ashraf ElSharif'],1,17,Palmetto,0 days 04:50:00,2021,4:50:0,61.24468029628051,20.61321755053808,0 days 14:13:00,14:13:0,Sat 13:50,4.26480363114581,3 days 07:40:00
5324,84,7th Solo Unlimited Man,BJ Dobbs; TC Crystal Dobbs; TC Anna Brock,6988,Men's Solo Unlimited,Male,none,none,True,True,False,False,['BJ Dobbs\n'],['Crystal Dobbs\nTC Anna Brock'],1,7,Palmetto,0 days 04:44:00,2021,4:44:0,61.24468029628051,20.61321755053808,0 days 13:44:00,13:44:0,Sat 13:44,4.354905116310862,3 days 08:48:00
5325,85,9th Aluminum,Joe Clarke; Albertito Nava; TC George Clarke,5000,Aluminum,Undefined,17.33,none,False,False,False,False,['Joe Clarke\nAlbertito Nava\n'],['George Clarke'],1,9,Palmetto,0 days 06:09:00,2021,6:9:0,61.24468029628051,20.61321755053808,0 days 15:46:00,15:46:0,Sat 15:9,3.3517426911444033,3 days 09:19:00
5326,86,20th Unlimited,Donovan Sohr; Liam Sohr; Michael Sohr; TC Ciara Sohr; TC Paul Jackson; ,3269,Unlimited,Undefined,none,none,True,True,False,False,['Donovan Sohr\nLiam Sohr\nMichael Sohr\n'],['Ciara Sohr\nTC Paul Jackson\n'],1,20,Palmetto,0 days 05:58:00,2021,5:58:0,61.24468029628051,20.61321755053808,0 days 14:53:00,14:53:0,Sat 14:58,3.4547291984142037,3 days 09:36:00
5327,87,10th Aluminum,Jake Bleggi; Burke Collings; TC Kirsten Johnson,1869,Aluminum,Undefined,17.33,none,False,False,False,False,['Jake Bleggi\nBurke Collings\n'],['Kirsten Johnson'],1,10,Palmetto,0 days 05:09:00,2021,5:9:0,61.24468029628051,20.61321755053808,0 days 14:42:00,14:42:0,Sat 14:9,4.002566514667588,3 days 11:12:00
5328,88,8th Solo Unlimited Man,Porter Robinson; TC John Peterek; TC Tyler Robinson,1131,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Porter Robinson\n'],['John Peterek\nTC Tyler Robinson'],1,8,Palmetto,0 days 04:33:00,2021,4:33:0,61.24468029628051,20.61321755053808,0 days 12:41:00,12:41:0,Sat 13:33,4.5303774836347435,3 days 11:23:00
5329,89,11th Aluminum,Alex Daresh; Jacob Hannusch; TC Darryll Daresh,8004,Aluminum,Undefined,17.33,none,False,False,False,False,['Alex Daresh\nJacob Hannusch\n'],['Darryll Daresh'],1,11,Palmetto,0 days 05:26:00,2021,5:26:0,61.24468029628051,20.61321755053808,0 days 15:06:00,15:6:0,Sat 14:26,3.7938437209579288,3 days 11:52:00
5330,90,18th Novice,Jerry McCarty; Evan Reilly; TC Alli Bartlett,199,Novice,Undefined,17.33,none,False,False,False,False,['Jerry McCarty\nEvan Reilly\n'],['Alli Bartlett'],1,18,Palmetto,0 days 06:27:00,2021,6:27:0,61.24468029628051,20.61321755053808,0 days 16:23:00,16:23:0,Sat 15:27,3.195847682253966,3 days 11:53:00
5331,91,5th USCA C-1 Man,Drew Denman; TC Rich Knarr,1124,Men's USCA C1,Male,18.5,32,False,False,False,False,['Drew Denman\n'],['Rich Knarr'],1,5,Palmetto,0 days 05:33:00,2021,5:33:0,61.24468029628051,20.61321755053808,0 days 14:54:00,14:54:0,Sat 14:33,3.714093252349204,3 days 12:00:00
5332,92,21st Unlimited,Luke Johnson; Ty Prince; Ethan Hannah; TC Jordan Lee; TC Alex Johnson,69,Unlimited,Undefined,none,none,True,True,False,False,['Luke Johnson\nTy Prince\nEthan Hannah\n'],['Jordan Lee\nTC Alex Johnson'],1,21,Palmetto,0 days 05:53:00,2021,5:53:0,61.24468029628051,20.61321755053808,0 days 16:40:00,16:40:0,Sat 14:53,3.503663039751515,3 days 12:40:00
5333,93,9th Solo Unlimited Man,KC Boren; TC Ruth Boren; TC KC Boren,614,Men's Solo Unlimited,Male,none,none,True,True,False,False,['KC Boren\n'],['Ruth Boren\nTC KC Boren'],1,9,Palmetto,0 days 05:12:00,2021,5:12:0,61.24468029628051,20.61321755053808,0 days 14:21:00,14:21:0,Sat 14:12,3.9640802981804,3 days 12:55:00
5334,94,12th Aluminum,Michael Martin; Mike Martin Jr; TC Pam Martin; TC Megan Mills,837,Aluminum,Undefined,17.33,none,False,False,False,False,['Michael Martin\nMike Martin Jr\n'],['Pam Martin\nTC Megan Mills'],1,12,Palmetto,0 days 05:49:00,2021,5:49:0,61.24468029628051,20.61321755053808,0 days 15:53:00,15:53:0,Sat 14:49,3.543819636195659,3 days 13:15:00
5335,95,10th Solo Unlimited Man,Matt Bonura; TC Christi Bonura; TC Sean Eary; ,224,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Matt Bonura\n'],['Christi Bonura\nTC Sean Eary\n'],1,10,Palmetto,0 days 04:28:00,2021,4:28:0,61.24468029628051,20.61321755053808,0 days 12:59:00,12:59:0,Sat 13:28,4.614899451613003,3 days 14:04:00
5336,96,19th Novice,Chris Pruitt; Charlie Agar; TC Eleonor Pruitt; TC Jason Pruitt,4321,Novice,Undefined,17.33,none,False,False,False,False,['Chris Pruitt\nCharlie Agar\n'],['Eleonor Pruitt\nTC Jason Pruitt'],1,19,Palmetto,0 days 05:03:00,2021,5:3:0,61.24468029628051,20.61321755053808,0 days 15:07:00,15:7:0,Sat 14:3,4.0818252575322935,3 days 15:58:00
5337,97,20th Novice,Spencer Fuller; Janae Fuller; TC Tommy Duran,514,Novice,Undefined,17.33,none,False,False,False,False,['Spencer Fuller\nJanae Fuller\n'],['Tommy Duran'],1,20,Palmetto,0 days 08:22:00,2021,8:22:0,61.24468029628051,20.61321755053808,0 days 17:47:00,17:47:0,Sat 17:22,2.4637311813392127,3 days 15:58:00
5338,98,11th Solo Unlimited Man,Alan Contreras; TC Marco Rodriguez,1251,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Alan Contreras\n'],['Marco Rodriguez'],1,11,Palmetto,0 days 05:27:00,2021,5:27:0,61.24468029628051,20.61321755053808,0 days 13:48:00,13:48:0,Sat 14:27,3.7822417523923084,3 days 23:29:00
5339,99,12th Solo Unlimited Man,Jeff Larsen; TC Keith Slone; TC Chuck Eakins,5051,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Jeff Larsen\n'],['Keith Slone\nTC Chuck Eakins'],1,12,Palmetto,0 days 05:58:00,2021,5:58:0,61.24468029628051,20.61321755053808,0 days 15:45:00,15:45:0,Sat 14:58,3.4547291984142037,3 days 23:29:00
5340,DNF,Novice,Richard Talbott; James Talbott ; TC Richard Talbott; TC Christie Talbott,304,Novice,Undefined,17.33,none,False,False,False,False,['Richard Talbott\nJames Talbott \n'],['Richard Talbott\nTC Christie Talbott'],1,,Palmetto,0 days 05:30:00,2021,5:30:0,61.24468029628051,20.61321755053808,0 days 14:50:00,14:50:0,Sat 14:30,3.7478577364614694,3 days 07:38:00
5341,DNF,Mixed,Kenneth Dodd; Amber Goff; TC Patty Dodd; TC Jodi Richards,412,Mixed,Mixed,none,none,True,True,False,False,['Kenneth Dodd\nAmber Goff\n'],['Patty Dodd\nTC Jodi Richards'],1,,Palmetto,0 days 03:52:00,2021,3:52:0,61.24468029628051,20.61321755053808,0 days 11:12:00,11:12:0,Sat 12:52,5.3310045389322624,2 days 02:39:00
5342,DNF,Unlimited,Jared Moore; Christopher Staples; Eric Flores; TC Deanna Moore,1845,Unlimited,Undefined,none,none,True,True,False,False,['Jared Moore\nChristopher Staples\nEric Flores\n'],['Deanna Moore'],1,,Palmetto,0 days 12:20:00,2021,12:20:0,61.24468029628051,20.61321755053808,0 days 22:02:00,22:2:0,Sat 21:20,1.6713419635571416,3 days 10:40:00
5343,DNF,Solo Unlimited Woman,Martha Adame; TC Adam Adame; TC Erica Ortiz,387,Women's Solo Unlimited,Female,none,none,True,True,False,False,['Martha Adame\n'],['Adam Adame\nTC Erica Ortiz'],1,,Palmetto,0 days 07:02:00,2021,7:2:0,61.24468029628051,20.61321755053808,0 days 16:52:00,16:52:0,Sat 16:2,2.930789225194988,3 days 08:03:00
5344,DNF,Aluminum,Michael Carr; Chris Dobbins; TC Bill Jewett; TC Ginny Worthy,5150,Aluminum,Undefined,17.33,none,False,False,False,False,['Michael Carr\nChris Dobbins\n'],['Bill Jewett\nTC Ginny Worthy'],1,,Palmetto,0 days 06:12:00,2021,6:12:0,61.24468029628051,20.61321755053808,0 days 16:26:00,16:26:0,Sat 15:12,3.324712508151303,3 days 09:36:00
5345,DNF,Solo Unlimited Man,Tim Curry; TC Trevor Hutton,11,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Tim Curry\n'],['Trevor Hutton'],1,,Palmetto,0 days 03:55:00,2021,3:55:0,61.24468029628051,20.61321755053808,0 days 10:37:00,10:37:0,Sat 12:55,5.262949161839511,1 days 13:47:00
5346,DNF,Solo Unlimited Man,Rex Manning; TC Reba Manning; TC Alex Murry,8869,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Rex Manning\n'],['Reba Manning\nTC Alex Murry'],1,,Palmetto,0 days 06:28:00,2021,6:28:0,61.24468029628051,20.61321755053808,0 days 17:12:00,17:12:0,Sat 15:28,3.1876109614234145,2 days 22:27:00
5347,DNF,Solo Unlimited Woman,Erin Magee; TC Bobby Snyder; TC Grady Hicks,497,Women's Solo Unlimited,Female,none,none,True,True,False,False,['Erin Magee\n'],['Bobby Snyder\nTC Grady Hicks'],1,,Palmetto,0 days 04:52:00,2021,4:52:0,61.24468029628051,20.61321755053808,0 days 13:15:00,13:15:0,Sat 13:52,4.235592647370839,1 days 10:15:00
5348,DNF,Solo Unlimited Man,Joe Mann; TC Jerico LaFort; TC Matt Walters,1300,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Joe Mann\n'],['Jerico LaFort\nTC Matt Walters'],1,,Palmetto,0 days 03:29:00,2021,3:29:0,61.24468029628051,20.61321755053808,0 days 09:59:00,9:59:0,Sat 12:29,5.91767011020232,1 days 02:40:00
5349,DNF,Tandem Unlimited,Christopher Kelter; Geronimo Resendez; TC Paul Alvarez; TC Chris Sharp,1964,Tandem Unlimited,Undefined,none,none,True,True,False,False,['Christopher Kelter\nGeronimo Resendez\n'],['Paul Alvarez\nTC Chris Sharp'],1,,Palmetto,0 days 04:29:00,2021,4:29:0,61.24468029628051,20.61321755053808,0 days 11:40:00,11:40:0,Sat 13:29,4.597743691569832,1 days 10:30:00
5350,DNF,Solo Unlimited Man,James Ward; TC Janet Ward; TC Charleen Dowell,2780,Men's Solo Unlimited,Male,none,none,True,True,False,False,['James Ward\n'],['Janet Ward\nTC Charleen Dowell'],1,,Palmetto,0 days 03:57:00,2021,3:57:0,61.24468029628051,20.61321755053808,0 days 11:38:00,11:38:0,Sat 12:57,5.218536088743818,1 days 10:45:00
5351,DNF,USCA C-2,Chris Wood; Carlos Ibarra; TC Kristin Shanahan,5550,USCA C2,Undefined,18.5,27,False,False,False,False,['Chris Wood\nCarlos Ibarra\n'],['Kristin Shanahan'],1,,Palmetto,0 days 04:48:00,2021,4:48:0,61.24468029628051,20.61321755053808,0 days 13:16:00,13:16:0,Sat 13:48,4.294420323028767,1 days 12:17:00
5352,DNF,Novice,Mark Howell; Douglas Howell; TC Sarah Evans; TC Jimmy Eckermann,6499,Novice,Undefined,17.33,none,False,False,False,False,['Mark Howell\nDouglas Howell\n'],['Sarah Evans\nTC Jimmy Eckermann'],1,,Palmetto,0 days 11:14:00,2021,11:14:0,61.24468029628051,20.61321755053808,0 days 22:14:00,22:14:0,Sat 20:14,1.835004529721491,2 days 07:37:00
5353,DNF,Mixed,Phil Gumbert; MaryJo Gumbert; TC Rob Wytaske; TC Jack Spencer,233,Mixed,Mixed,none,none,True,True,False,False,['Phil Gumbert\nMaryJo Gumbert\n'],['Rob Wytaske\nTC Jack Spencer'],1,,Palmetto,0 days 03:51:00,2021,3:51:0,61.24468029628051,20.61321755053808,0 days 11:05:00,11:5:0,Sat 12:51,5.354082480659242,1 days 03:59:00
5354,DNF,Solo Unlimited Man,Geoff Waters; TC Jeff Jouett; TC Chuck Torres,19,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Geoff Waters\n'],['Jeff Jouett\nTC Chuck Torres'],1,,Palmetto,0 days 03:38:00,2021,3:38:0,61.24468029628051,20.61321755053808,0 days 10:10:00,10:10:0,Sat 12:38,5.673362628588463,0 days 20:30:00
5355,DNF,Aluminum,Daniel Lee; Brad Roussey; TC Jacky Lee; TC Katy Kuack,700,Aluminum,Undefined,17.33,none,False,False,False,False,['Daniel Lee\nBrad Roussey\n'],['Jacky Lee\nTC Katy Kuack'],1,,Palmetto,0 days 05:36:00,2021,5:36:0,61.24468029628051,20.61321755053808,0 days 14:23:00,14:23:0,Sat 14:36,3.680931705453229,1 days 08:47:00
5356,DNF,Tandem Unlimited,Clint Simmons; Kenney Howitt out at Hochheim; TC Rachael Simmons; TC Jennifer Howitt,727,Tandem Unlimited,Undefined,none,none,True,True,False,False,['Clint Simmons\nKenney Howitt out at Hochheim\n'],['Rachael Simmons\nTC Jennifer Howitt'],1,,Palmetto,0 days 09:00:00,2021,9:0:0,61.24468029628051,20.61321755053808,0 days 18:22:00,18:22:0,Sat 18:0,2.2903575056153422,1 days 22:43:00
5357,DNF,Solo Unlimited Man,David Horner; TC Peter Pollock; TC Reina Pollock,808,Men's Solo Unlimited,Male,none,none,True,True,False,False,['David Horner\n'],['Peter Pollock\nTC Reina Pollock'],1,,Palmetto,0 days 03:27:00,2021,3:27:0,61.24468029628051,20.61321755053808,0 days 09:55:00,9:55:0,Sat 12:27,5.974845666822632,0 days 21:14:00
5358,DNF,Mixed,Ed Jones; Brenda Jones; TC Tonya Jones; TC Amanda Adcock,5961,Mixed,Mixed,none,none,True,True,False,False,['Ed Jones\nBrenda Jones\n'],['Tonya Jones\nTC Amanda Adcock'],1,,Palmetto,0 days 03:33:00,2021,3:33:0,61.24468029628051,20.61321755053808,0 days 10:21:00,10:21:0,Sat 12:33,5.80654015508115,1 days 00:45:00
5359,DNF,Solo Unlimited Man,Doug MacKay; TC Sheila Hansel; TC Greg Klausmeyer,52,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Doug MacKay\n'],['Sheila Hansel\nTC Greg Klausmeyer'],1,,Palmetto,0 days 05:37:00,2021,5:37:0,61.24468029628051,20.61321755053808,0 days 14:47:00,14:47:0,Sat 14:37,3.670009059442982,0 days 22:01:00
5360,DNF,Tandem Unlimited,Doug Byerly; Dutch Byerly; TC Regina Byerly; TC Al Santillan,757,Tandem Unlimited,Undefined,none,none,True,True,False,False,['Doug Byerly\nDutch Byerly\n'],['Regina Byerly\nTC Al Santillan'],1,,Palmetto,0 days 10:23:00,2021,10:23:0,61.24468029628051,20.61321755053808,0 days 20:31:00,20:31:0,Sat 19:23,1.9852215939523032,1 days 04:06:00
5361,DNF,USCA C-2,Sontian Morrell-Stinson; Andy Arreola; TC Brandon Furey; TC Alex Gary,1832,USCA C2,Undefined,18.5,27,False,False,False,False,['Sontian Morrell-Stinson\nAndy Arreola\n'],['Brandon Furey\nTC Alex Gary'],1,,Palmetto,0 days 04:32:00,2021,4:32:0,61.24468029628051,20.61321755053808,0 days 12:55:00,12:55:0,Sat 13:32,4.54703328320693,0 days 21:12:00
5362,DNF,USCA C-1 Man,Richard Ameen; TC Tami Ameen,8005,Men's USCA C1,Male,18.5,32,False,False,False,False,['Richard Ameen\n'],['Tami Ameen'],1,,Palmetto,0 days 04:37:00,2021,4:37:0,61.24468029628051,20.61321755053808,0 days 12:47:00,12:47:0,Sat 13:37,4.464956870152654,0 days 18:47:00
5363,DNF,Tandem Unlimited,Patrick Petrisky; Eric Lee; TC Mark Simmons; TC Paige Lee,8192,Tandem Unlimited,Undefined,none,none,True,True,False,False,['Patrick Petrisky\nEric Lee\n'],['Mark Simmons\nTC Paige Lee'],1,,Palmetto,0 days 04:01:00,2021,4:1:0,61.24468029628051,20.61321755053808,0 days 11:58:00,11:58:0,Sat 13:1,5.131921381876701,0 days 17:26:00
5364,DNF,Novice,Alan Lindsey; Ted Korth; TC Lisa Hicks; TC Al Hamdani,138,Novice,Undefined,17.33,none,False,False,False,False,['Alan Lindsey\nTed Korth\n'],['Lisa Hicks\nTC Al Hamdani'],1,,Palmetto,0 days 04:06:00,2021,4:6:0,61.24468029628051,20.61321755053808,0 days 11:29:00,11:29:0,Sat 13:6,5.027614036716606,0 days 11:29:00
5365,DNF,Unlimited,Eric West; Owen West; Keegan McCalley; TC Kelly West; TC Alexander West,220,Unlimited,Undefined,none,none,True,True,False,False,['Eric West\nOwen West\nKeegan McCalley\n'],['Kelly West\nTC Alexander West'],1,,Palmetto,0 days 09:26:00,2021,9:26:0,61.24468029628051,20.61321755053808,0 days 20:25:00,20:25:0,Sat 18:26,2.185146736806157,0 days 20:25:00
5366,DNF,Aluminum,Ethan Doyle; Kurtis Pence; TC Sam Galier,1225,Aluminum,Undefined,17.33,none,False,False,False,False,['Ethan Doyle\nKurtis Pence\n'],['Sam Galier'],1,,Palmetto,0 days 06:17:00,2021,6:17:0,61.24468029628051,20.61321755053808,0 days 16:50:00,16:50:0,Sat 15:17,3.2806181778044694,0 days 16:50:00
5367,DNF,Tandem Unlimited,John Rubio; Matt Beahm; TC Adam Jones; TC Wendal Thuss,4611,Tandem Unlimited,Undefined,none,none,True,True,False,False,['John Rubio\nMatt Beahm\n'],['Adam Jones\nTC Wendal Thuss'],1,,Palmetto,0 days 10:05:00,2021,10:5:0,61.24468029628051,20.61321755053808,0 days 21:35:00,21:35:0,Sat 19:5,2.044286038069892,0 days 21:35:00
5368,DNF,Solo Unlimited Man,Michael Mathews II; TC Dave Amodio; TC Cindy Amodio,77,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Michael Mathews II\n'],['Dave Amodio\nTC Cindy Amodio'],1,,Palmetto,,2021,nan:nan:nan,61.24468029628051,20.61321755053808,,nan:nan:nan,None nan:nan,,0 days 07:16:00
5369,DNF,Solo Unlimited Man,Curt Slaten; TC Mike Drost; TC Kate Slaten,713,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Curt Slaten\n'],['Mike Drost\nTC Kate Slaten'],1,,Palmetto,,2021,nan:nan:nan,61.24468029628051,20.61321755053808,,nan:nan:nan,None nan:nan,,0 days 15:00:00
5370,DNF,Solo Unlimited Man,Matt Taylor; TC James Taylor; TC Logan Taylor,777,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Matt Taylor\n'],['James Taylor\nTC Logan Taylor'],1,,Palmetto,,2021,nan:nan:nan,61.24468029628051,20.61321755053808,,nan:nan:nan,None nan:nan,,0 days 15:00:00
5371,DNF,Tandem Unlimited,Lee Wallace; Drew Ormsby; TC Brent Wadle; TC Jimmy Reed,1835,Tandem Unlimited,Undefined,none,none,True,True,False,False,['Lee Wallace\nDrew Ormsby\n'],['Brent Wadle\nTC Jimmy Reed'],1,,Palmetto,,2021,nan:nan:nan,61.24468029628051,20.61321755053808,,nan:nan:nan,None nan:nan,,0 days 09:52:00
5372,DNF,Mixed,Theresa Hollaway; Geoff Striedel; TC Charles Striedel; TC Jay Jimenea,8008,Mixed,Mixed,none,none,True,True,False,False,['Theresa Hollaway\nGeoff Striedel\n'],['Charles Striedel\nTC Jay Jimenea'],1,,Palmetto,,2021,nan:nan:nan,61.24468029628051,20.61321755053808,,nan:nan:nan,None nan:nan,,0 days 09:34:00
5373,DNF,Tandem Unlimited,Chad Monney; Wyatt Mooney; TC Kandace Monney,316,Tandem Unlimited,Undefined,none,none,True,True,False,False,['Chad Monney\nWyatt Mooney\n'],['Kandace Monney'],1,,Palmetto,,2021,nan:nan:nan,61.24468029628051,20.61321755053808,,nan:nan:nan,None nan:nan,,0 days 05:32:00
5374,DNF,Standard,Thu Vo; Bruce Abbitt; TC Binh An Nguyen; TC Hung Nguyen,1950,Standard,Undefined,18,32.4,False,False,False,False,['Thu Vo\nBruce Abbitt\n'],['Binh An Nguyen\nTC Hung Nguyen'],1,,Palmetto,,2021,nan:nan:nan,61.24468029628051,20.61321755053808,,nan:nan:nan,None nan:nan,,0 days 04:29:00
5375,DNF,Solo Unlimited Man,Christian Logan; TC Jennifer Logan,1970,Men's Solo Unlimited,Male,none,none,True,True,False,False,['Christian Logan\n'],['Jennifer Logan'],1,,Palmetto,,2021,nan:nan:nan,61.24468029628051,20.61321755053808,,nan:nan:nan,None nan:nan,,0 days 04:47:00
